"Time","L Raw X [px]","L Raw Y [px]","R Raw X [px]","R Raw Y [px]","L Dia X [px]","L Dia Y [px]","L Mapped Diameter [mm]","R Dia X [px]","R Dia Y [px]","R Mapped Diameter [mm]","L CR1 X [px]","L CR1 Y [px]","L CR2 X [px]","L CR2 Y [px]","R CR1 X [px]","R CR1 Y [px]","R CR2 X [px]","R CR2 Y [px]","L POR X [px]","L POR Y [px]","R POR X [px]","R POR Y [px]","Timing","Latency","L Plane","R Plane","L Object Hit","R Object Hit","H POS X [mm]","H POS Y [mm]","H POS Z [mm]","H ROT X [°]","H ROT Y [°]","H ROT Z [°]","L EPOS X","L EPOS Y","L EPOS Z","R EPOS X","R EPOS Y","R EPOS Z","L GVEC X","L GVEC Y","L GVEC Z","R GVEC X","R GVEC Y","R GVEC Z","Frame","Event Info"
750946228,561.2085,431.1337,774.4024,427.1436,10.1503,10.1503,3.1075,10.9681,10.9681,3.276,559.2334,438.7959,564.8169,438.7315,769.5372,434.0121,774.6161,434.0226,573.2679,230.3812,573.2679,230.3812,0,3434,1,1,"-","-",0,0,0,0,0,0,22.9295,21.5309,699.3017,-38.4972,22.7254,693.1594,-0.0739,0.4051,-0.9113,0.0117,0.3685,-0.9296,5396,"Fixation"
750962936,561.1151,430.2655,774.0403,425.5037,10.2011,10.2011,3.1049,10.6159,10.6159,3.2623,559.4962,437.4884,564.7972,437.8061,770.027,433.0057,775.1805,432.8225,589.6545,220.3256,589.6545,220.3256,0,1949,1,1,"-","-",0,0,0,0,0,0,22.8835,21.8498,698.9958,-38.7038,23.0784,694.1095,-0.0598,0.3911,-0.9184,0.0659,0.4039,-0.9124,5396,"Fixation"
750979554,561.43,429.3225,774.4366,424.1214,10.0933,10.0933,3.0964,10.7391,10.7391,3.2593,559.8302,436.8283,565.1774,436.823,770.5038,431.491,775.5008,431.4974,600.0337,214.9289,600.0337,214.9289,0,2022,1,1,"-","-",0,0,0,0,0,0,22.7611,22.0743,698.4588,-38.9215,23.5544,695.9246,-0.0575,0.398,-0.9156,0.0659,0.402,-0.9133,5396,"Fixation"
750996555,561.9764,428.2761,775.2666,422.9566,10.2019,10.2019,3.0949,10.7574,10.7574,3.2585,560.606,435.796,565.9829,435.9996,771.3606,430.326,776.5027,430.5088,620.1765,203.4469,620.1765,203.4469,0,2724,1,1,"-","-",0,0,0,0,0,0,22.5077,22.3256,697.8009,-39.2392,23.897,696.7328,-0.0424,0.4062,-0.9128,0.0722,0.4083,-0.91,5396,"Fixation"
751012914,563.0747,427.0287,776.1281,421.6007,10.147,10.147,3.0905,10.738,10.738,3.2594,561.4966,434.4944,566.7916,434.7927,772.5583,429,777.3335,428.9984,622.7288,199.8027,622.7288,199.8027,0,2021,1,1,"-","-",0,0,0,0,0,0,22.2531,22.6883,697.6373,-39.709,24.4192,699.7807,-0.0575,0.4032,-0.9133,0.0816,0.405,-0.9107,5396,"Fixation"
751029544,563.978,425.8347,777.4387,420.1264,10.311,10.311,3.0972,10.6255,10.6255,3.2552,562.4998,433.5024,567.494,433.5001,773.5049,427.493,778.5023,427.5002,615.1198,192.2706,615.1198,192.2706,0,5130,1,1,"-","-",0,0,0,0,0,0,22.0535,23.0767,699.2442,-40.1001,24.9105,701.1749,-0.0604,0.4065,-0.9117,0.0663,0.4044,-0.9122,5397,"Fixation"
751046163,564.7775,424.5785,778.4181,418.625,10.1442,10.1442,3.0916,10.8419,10.8419,3.264,563.0363,432.0168,568.7552,432.2031,774.3642,426.3476,779.4946,426.0122,618.4249,186.7838,618.4249,186.7838,0,2159,1,1,"-","-",0,0,0,0,0,0,21.713,23.4026,696.7895,-40.4016,25.3163,701.6678,-0.0537,0.3972,-0.9161,0.063,0.418,-0.9063,5397,"Saccade"
751063119,565.6316,423.4369,779.467,417.1178,10.0093,10.0093,3.0784,10.7622,10.7622,3.268,564.0239,431.006,569.5909,431.1879,775.5066,424.4958,780.4974,424.4962,620.1149,94.6532,620.1149,94.6532,0,3334,1,1,"-","-",0,0,0,0,0,0,21.3988,23.6475,695.2625,-40.793,25.8608,702.9614,-0.0503,0.4038,-0.9134,0.065,0.4053,-0.9119,5397,"Fixation"
751079605,566.6117,422.6162,780.4052,415.9484,10.0599,10.0599,3.0695,10.5932,10.5932,3.263,565.0178,430.0104,570.5053,430.5043,776.5025,423.4964,781.4953,423.5063,622.3643,87.7594,622.3643,87.7594,0,3136,1,1,"-","-",0,0,0,0,0,0,21.0891,23.8583,694.2521,-41.157,26.1989,704.1469,-0.0515,0.4015,-0.9144,0.0685,0.4185,-0.9056,5397,"Fixation"
751096235,567.2857,421.8576,781.3649,414.8692,10.0999,10.0999,3.0617,10.7707,10.7707,3.2683,565.4866,429.4991,571.5108,429.4938,777.4911,422.4932,782.7584,422.4031,626.5793,85.9272,626.5793,85.9272,0,2883,1,1,"-","-",0,0,0,0,0,0,20.7694,23.9588,690.764,-41.4603,26.491,703.6334,-0.0476,0.3994,-0.9156,0.0793,0.4191,-0.9044,5397,"Fixation"
751112882,568.1245,421.1299,782.4939,413.6355,10.1203,10.1203,3.0562,10.7001,10.7001,3.2677,566.7852,428.5907,572.1862,428.8154,778.37,421.3268,783.7688,421.2009,627.923,84.0358,627.923,84.0358,0,35679,1,1,"-","-",0,0,0,0,0,0,20.4757,24.182,690.5388,-41.6691,26.7956,702.4392,-0.0378,0.3961,-0.9174,0.0684,0.4221,-0.904,5397,"Fixation"
751148585,570.1834,419.2817,784.6395,410.9845,10.2931,10.2931,3.0621,10.9004,10.9004,3.2779,568.8186,426.821,573.9797,427.0062,780.499,418.4968,785.7848,418.3836,627.3194,84.8772,627.3194,84.8772,0,11131,1,1,"-","-",0,0,0,0,0,0,19.9524,24.742,691.6659,-42.2514,27.6101,701.9442,-0.0462,0.3984,-0.916,0.0651,0.4081,-0.9106,5398,"Fixation"
751162768,571.1164,418.4892,785.8315,409.7749,10.0716,10.0716,3.055,10.9265,10.9265,3.2874,569.5143,426.0141,574.8002,426.1842,781.5114,417.4938,786.7845,417.2003,624.2253,82.2211,624.2253,82.2211,0,1732,1,1,"-","-",0,0,0,0,0,0,19.7416,24.9909,692.001,-42.5248,27.9173,701.5565,-0.0566,0.3958,-0.9166,0.0538,0.4166,-0.9075,5398,"Fixation"
