"Time","L Raw X [px]","L Raw Y [px]","R Raw X [px]","R Raw Y [px]","L Dia X [px]","L Dia Y [px]","L Mapped Diameter [mm]","R Dia X [px]","R Dia Y [px]","R Mapped Diameter [mm]","L CR1 X [px]","L CR1 Y [px]","L CR2 X [px]","L CR2 Y [px]","R CR1 X [px]","R CR1 Y [px]","R CR2 X [px]","R CR2 Y [px]","L POR X [px]","L POR Y [px]","R POR X [px]","R POR Y [px]","Timing","Latency","L Plane","R Plane","L Object Hit","R Object Hit","H POS X [mm]","H POS Y [mm]","H POS Z [mm]","H ROT X [°]","H ROT Y [°]","H ROT Z [°]","L EPOS X","L EPOS Y","L EPOS Z","R EPOS X","R EPOS Y","R EPOS Z","L GVEC X","L GVEC Y","L GVEC Z","R GVEC X","R GVEC Y","R GVEC Z","Frame","Event Info"
341411055279,589.2157,231.7734,840.9084,228.2106,13.0708,13.0708,3.525,12.1668,12.1668,3.3615,585.5046,237.0252,591.861,236.8681,838.9897,233.6782,845.1613,234.1522,679.8271,308.3788,679.8271,308.3788,0,17533,1,1,"-","-",0,0,0,0,0,0,13.3312,71.4326,617.7643,-53.5831,73.7177,630.5711,0.001,0.2756,-0.9613,0.1222,0.339,-0.9328,6780,"Saccade"
341411072830,589.2288,231.2205,840.8365,228.0524,12.7601,12.7601,3.5095,11.8926,11.8926,3.3483,585.3494,237.0216,591.8551,236.8601,838.9846,233.6701,845.0074,234.007,675.9575,200.5325,675.9575,200.5325,0,10063,1,1,"-","-",0,0,0,0,0,0,13.352,71.4329,617.7575,-53.6391,73.8448,631.4808,-0.006,0.312,-0.9501,0.1207,0.3432,-0.9315,6780,"Saccade"
341411088653,586.8826,231.7304,838.5966,228.2384,12.8979,12.8979,3.5036,12.3917,12.3917,3.3632,584.3501,237.0206,590.8426,236.8708,837.9844,233.6588,843.9943,233.6608,761.1651,220.2,761.1651,220.2,0,2033,1,1,"-","-",0,0,0,0,0,0,13.6143,71.4367,617.8007,-53.4491,73.9996,632.3972,0.0696,0.2829,-0.9566,0.192,0.3187,-0.9282,6780,"Fixation"
341411105423,584.959,231.8273,836.4966,228.0604,12.5371,12.5371,3.4799,12.1553,12.1553,3.3619,583.1351,237.1699,589.9903,237.0216,836.149,233.4327,842.825,233.8594,817.404,213.35,817.404,213.35,0,2232,1,1,"-","-",0,0,0,0,0,0,13.8544,71.2495,616.5278,-52.899,73.7895,630.5892,0.1178,0.2897,-0.9498,0.2222,0.3237,-0.9197,6780,"Fixation"
341411121902,584.7333,232.0435,836.3312,228.2466,12.4899,12.4899,3.4578,12.5263,12.5263,3.3772,582.997,237.505,589.6141,237.1885,836.0019,233.6665,842.8031,233.8625,822.666,216.2875,822.666,216.2875,0,17558,1,1,"-","-",0,0,0,0,0,0,13.9134,71.1466,616.1934,-52.6998,73.511,628.4793,0.1158,0.2916,-0.9495,0.227,0.319,-0.9202,6780,"Fixation"
341411139475,584.462,232.2255,835.956,228.3585,12.4347,12.4347,3.4365,11.8501,11.8501,3.3559,582.8315,237.8544,589.5016,237.5008,835.8592,233.8622,842.1673,234.1452,825.6157,210.4976,825.6157,210.4976,0,10575,1,1,"-","-",0,0,0,0,0,0,13.938,71.0026,615.69,-52.5863,73.4355,628.3607,0.1225,0.302,-0.9454,0.2245,0.3252,-0.9186,6781,"Fixation"
341411155349,584.2069,232.4488,835.7277,228.7738,12.0389,12.0389,3.3982,11.9774,11.9774,3.3454,582.5007,238.0151,589.5082,237.4925,835.9853,234.0271,842.1408,234.1619,833.5012,219.0994,833.5012,219.0994,0,3123,1,1,"-","-",0,0,0,0,0,0,13.943,70.793,614.0513,-52.6427,73.4727,628.8807,0.1276,0.2919,-0.9479,0.2434,0.3073,-0.92,6781,"Fixation"
341411172166,584.0485,232.7183,835.6048,228.9355,12.4766,12.4766,3.3876,12.2728,12.2728,3.3516,582.5088,238.021,589.2231,237.7987,835.7675,234.2188,841.9855,234.521,835.963,222.3608,835.963,222.3608,0,3542,1,1,"-","-",0,0,0,0,0,0,13.9671,70.6955,613.5476,-52.6116,73.4249,629.0969,0.1289,0.284,-0.9501,0.2387,0.3139,-0.919,6781,"Fixation"
341411188877,583.9184,232.7694,835.3329,228.98,12.3219,12.3219,3.3705,12.1883,12.1883,3.3513,582.1404,238.1635,588.984,238.0133,835.355,234.3435,841.9569,234.515,836.1233,222.8899,836.1233,222.8899,0,3229,1,1,"-","-",0,0,0,0,0,0,14.0244,70.5431,612.6267,-52.4465,73.2582,627.8129,0.1189,0.2913,-0.9492,0.2411,0.3141,-0.9183,6781,"Fixation"
341411205317,583.7355,232.9963,835.1966,228.7974,12.626,12.626,3.3713,12.2047,12.2047,3.3517,581.9975,238.3723,588.6208,238.177,835.1677,234.1552,841.4939,234.3482,833.8374,225.3976,833.8374,225.3976,0,3313,1,1,"-","-",0,0,0,0,0,0,14.088,70.4878,612.5576,-52.3489,73.29,627.6762,0.1152,0.2882,-0.9506,0.2305,0.315,-0.9207,6781,"Fixation"
341411221865,583.4827,232.9394,835.1049,228.756,12.476,12.476,3.3649,12.0967,12.0967,3.3472,581.9794,238.3665,588.5065,237.9962,835.01,234.0028,841.1779,234.1531,834.0008,226.0981,834.0008,226.0981,0,18977,1,1,"-","-",0,0,0,0,0,0,14.1117,70.5455,612.8481,-52.3293,73.3969,628.1946,0.1254,0.2866,-0.9498,0.224,0.3087,-0.9244,6781,"Fixation"
341411240860,583.4268,232.9686,834.786,228.2483,12.5567,12.5567,3.3625,11.754,11.754,3.3264,581.4972,238.0357,588.3934,237.8062,834.8568,233.8543,841.1492,234.1467,833.0482,227.7291,833.0482,227.7291,0,24360,1,1,"-","-",0,0,0,0,0,0,14.1642,70.4904,611.7964,-52.3026,73.4129,628.1601,0.1124,0.2659,-0.9574,0.2315,0.3296,-0.9153,6782,"Fixation"
341411265234,582.9137,232.8209,834.4536,228.1954,12.172,12.172,3.3412,11.7182,11.7182,3.3081,581.1704,238.1599,587.9979,238.0149,834.7004,233.8753,840.8453,233.8596,834.7404,226.6276,834.7404,226.6276,0,4748,1,1,"-","-",0,0,0,0,0,0,14.2399,70.3629,611.0595,-52.2904,73.5171,628.7465,0.1199,0.287,-0.9504,0.2381,0.3253,-0.9152,6782,"Fixation"
341411272019,582.5633,233.4947,834.2822,228.5999,12.2487,12.2487,3.3286,12.1036,12.1036,3.3116,581.1507,238.8611,587.4887,238.5009,834.3545,234.0154,840.8307,233.8711,836.5456,229.8583,836.5456,229.8583,0,3000,1,1,"-","-",0,0,0,0,0,0,14.3341,70.3419,612.1908,-52.1787,73.4054,627.971,0.1248,0.2826,-0.9511,0.2411,0.3084,-0.9202,6782,"Saccade"
341411288652,582.6822,235.3427,833.9322,230.5325,12.3345,12.3345,3.3228,11.8893,11.8893,3.3036,581.3373,240.0086,587.849,239.7315,833.8488,234.8582,840.1655,235.1463,838.6112,324.7439,838.6112,324.7439,0,3318,1,1,"-","-",0,0,0,0,0,0,14.2726,70.0787,612.5699,-52.0146,73.1132,627.8585,0.1338,0.2403,-0.9614,0.2349,0.258,-0.9371,6782,"Fixation"
341411305241,582.7143,236.0202,834.089,230.674,12.4034,12.4034,3.3216,11.9713,11.9713,3.3018,581.142,240.2887,587.665,240.0281,834.1358,235.1671,840.2592,235.3102,839.1416,338.8723,839.1416,338.8723,0,1789,1,1,"-","-",0,0,0,0,0,0,14.3287,70.0397,612.879,-52.1222,73.1322,628.5527,0.1212,0.2137,-0.9694,0.2364,0.2642,-0.935,6782,"Fixation"
341411321812,582.5889,236.247,834.2598,231.1098,12.168,12.168,3.3091,12.1109,12.1109,3.3066,581.148,240.8559,587.7952,240.2106,834.1418,235.3021,840.6029,235.8697,841.0887,340.157,841.0887,340.157,0,8823,1,1,"-","-",0,0,0,0,0,0,14.3071,69.9222,612.6984,-52.1082,72.9544,627.8215,0.1319,0.2246,-0.9655,0.2371,0.2586,-0.9364,6782,"Fixation"
341411338883,582.7,236.5638,834.3445,231.3803,12.1188,12.1188,3.2961,12.0137,12.0137,3.3045,581.1529,241.1496,587.8596,240.8491,834.2059,235.8043,840.8295,235.864,841.1624,339.1786,841.1624,339.1786,0,7596,1,1,"-","-",0,0,0,0,0,0,14.2893,69.7592,612.3231,-52.0419,72.7417,626.5584,0.1279,0.2342,-0.9637,0.2403,0.2565,-0.9362,6783,"Fixation"
341411355442,582.7409,236.9336,834.4522,231.5677,12.3012,12.3012,3.2939,11.9956,11.9956,3.3006,581.1486,241.1556,587.8544,240.8619,834.1845,236.1462,840.8403,235.877,840.4405,346.2447,840.4405,346.2447,0,3393,1,1,"-","-",0,0,0,0,0,0,14.2825,69.7176,611.9788,-51.9345,72.5468,625.2819,0.1247,0.2099,-0.9697,0.2339,0.2559,-0.938,6783,"Fixation"
341411371874,582.8219,236.9355,834.6332,231.6474,12.1237,12.1237,3.2833,11.912,11.912,3.2921,581.1544,241.1538,587.8614,240.8702,834.3097,236.1379,840.9826,236.029,839.722,350.4437,839.722,350.4437,0,1914,1,1,"-","-",0,0,0,0,0,0,14.2733,69.6799,611.6554,-51.8657,72.3828,624.0313,0.1206,0.2095,-0.9703,0.2312,0.2551,-0.9389,6783,"Fixation"
341411388601,582.9273,237.0055,834.6646,231.7433,12.6451,12.6451,3.3001,11.6739,11.6739,3.273,581.3497,241.0201,587.8648,240.8642,834.6515,236.0295,841.1241,236.1602,841.2591,358.8051,841.2591,358.8051,0,1860,1,1,"-","-",0,0,0,0,0,0,14.2572,69.7449,612.0637,-51.8935,72.3311,623.6067,0.12,0.2002,-0.9724,0.2429,0.2482,-0.9378,6783,"Fixation"
341411405217,582.9001,236.7267,834.59,231.531,12.4175,12.4175,3.3033,11.6466,11.6466,3.2562,581.3497,241.0181,587.8665,240.8493,834.8355,235.8697,841.128,236.1552,843.2383,352.7033,843.2383,352.7033,0,1747,1,1,"-","-",0,0,0,0,0,0,14.2656,69.7895,612.4356,-51.9432,72.3886,623.9105,0.1223,0.2185,-0.9681,0.2515,0.2558,-0.9334,6783,"Fixation"
341411421815,582.7678,236.6824,834.7893,231.5078,12.4938,12.4938,3.3094,12.0415,12.0415,3.2629,581.3463,241.0174,588.0077,240.6527,834.8238,235.8624,840.9908,236.0146,844.5363,354.3703,844.5363,354.3703,0,15707,1,1,"-","-",0,0,0,0,0,0,14.2435,69.7923,612.2418,-51.9901,72.5013,624.7113,0.1331,0.2157,-0.9673,0.237,0.2541,-0.9377,6783,"Fixation"
341411438663,582.8306,236.5397,834.7207,231.6317,12.3114,12.3114,3.3054,12.0114,12.0114,3.2676,581.3432,241.0165,588.0066,240.651,834.7038,235.873,840.8523,235.8636,844.8582,355.8827,844.8582,355.8827,0,8742,1,1,"-","-",0,0,0,0,0,0,14.2397,69.7714,612.055,-52.0248,72.6157,625.5372,0.1298,0.2247,-0.9657,0.2348,0.2418,-0.9415,6784,"Fixation"
341411455389,582.8006,236.5917,834.6549,231.424,12.2741,12.2741,3.3007,11.905,11.905,3.2669,581.3429,241.0164,587.8614,240.85,834.7003,235.8737,840.8531,235.8674,844.863,352.0905,844.863,352.0905,0,3285,1,1,"-","-",0,0,0,0,0,0,14.2669,69.788,612.4213,-52.0867,72.7018,626.2849,0.1276,0.2278,-0.9653,0.2375,0.2558,-0.9371,6784,"Fixation"
341411471863,582.8443,236.7917,834.6052,231.5521,12.4298,12.4298,3.3047,11.7528,11.7528,3.2589,581.3432,241.0176,587.8565,240.8569,834.7036,235.8727,840.9953,236.0098,845.1101,356.4912,845.1101,356.4912,0,1842,1,1,"-","-",0,0,0,0,0,0,14.2758,69.8278,612.7801,-52.1159,72.6965,626.4029,0.1248,0.2148,-0.9687,0.2445,0.2516,-0.9364,6784,"Saccade"
341411488540,585.5858,235.8016,837.2784,230.3852,12.6652,12.6652,3.3199,11.8754,11.8754,3.2601,582.6983,240.7423,589.1482,240.1628,836.1147,235.1701,841.9969,235.6546,733.9398,324.4418,733.9398,324.4418,0,1836,1,1,"-","-",0,0,0,0,0,0,13.9477,70.0176,613.3467,-52.5867,73.0504,628.2381,0.0486,0.2428,-0.9689,0.1612,0.2989,-0.9406,6784,"Saccade"
341411505225,588.842,233.3928,839.3486,228.7154,12.213,12.213,3.3111,12.0242,12.0242,3.2689,584.35,240.0074,590.7916,239.2088,836.9924,234.6594,843.207,234.8017,621.2098,151.597,621.2098,151.597,0,1933,1,1,"-","-",0,0,0,0,0,0,13.5349,70.2984,613.898,-52.8868,73.2626,628.5221,-0.0444,0.3415,-0.9388,0.0949,0.3553,-0.9299,6784,"Fixation"
341411521828,589.9914,232.8552,840.1863,228.2526,12.2757,12.2757,3.3071,11.8323,11.8323,3.2676,584.993,239.5077,591.5066,239.02,837.5348,234.4873,843.5513,234.6552,595.6894,135.5206,595.6894,135.5206,0,15853,1,1,"-","-",0,0,0,0,0,0,13.3649,70.415,614.1412,-53.0963,73.4334,629.6205,-0.0717,0.3531,-0.9328,0.0692,0.3709,-0.9261,6784,"Fixation"
341411538632,589.7392,232.8682,840.2787,228.1328,12.1864,12.1864,3.301,11.7977,11.7977,3.2652,584.9807,239.507,591.16,239.1509,837.6115,234.1727,843.7766,234.2168,595.3975,133.893,595.3975,133.893,0,7255,1,1,"-","-",0,0,0,0,0,0,13.445,70.5771,615.6932,-53.1695,73.5782,630.0109,-0.0684,0.3576,-0.9314,0.0763,0.3597,-0.9299,6785,"Fixation"
341411555433,589.6159,232.7578,840.356,227.9085,12.3269,12.3269,3.3023,11.9575,11.9575,3.2702,584.6476,239.0189,591.3461,239.0138,837.6169,234.17,844.1271,234.1562,596.3633,135.1147,596.3633,135.1147,0,3523,1,1,"-","-",0,0,0,0,0,0,13.4519,70.5918,615.1303,-53.1323,73.4682,629.0066,-0.0642,0.3442,-0.9367,0.079,0.3671,-0.9268,6785,"Fixation"
341411571862,589.6244,232.7187,840.428,227.8022,12.6037,12.6037,3.3175,11.7951,11.7951,3.2667,584.8365,238.862,591.2102,238.7944,838.017,233.6659,844.1482,234.1495,599.2095,139.9284,599.2095,139.9284,0,1996,1,1,"-","-",0,0,0,0,0,0,13.4602,70.7217,615.8288,-53.2344,73.6017,629.5613,-0.0624,0.3345,-0.9403,0.0887,0.3599,-0.9288,6785,"Fixation"
341411588567,589.5575,232.0721,840.8951,227.7354,12.0981,12.0981,3.3057,11.5752,11.5752,3.2535,584.8457,238.8497,591.3016,238.2761,838.0442,233.6627,844.1646,234.1422,595.414,133.1797,595.414,133.1797,0,1964,1,1,"-","-",0,0,0,0,0,0,13.4542,70.8268,616.1479,-53.2875,73.6686,630.1215,-0.0584,0.3603,-0.931,0.0638,0.3654,-0.9287,6785,"Fixation"
341411605242,589.9774,232.2358,840.992,227.9256,12.3587,12.3587,3.3088,12.2839,12.2839,3.2773,584.998,238.8932,591.4986,238.0276,838.3873,233.8075,844.8226,233.8673,596.9981,139.9075,596.9981,139.9075,0,1954,1,1,"-","-",0,0,0,0,0,0,13.4116,70.8668,616.2659,-53.3586,73.5995,629.3909,-0.0703,0.342,-0.9371,0.0895,0.3515,-0.9319,6785,"Fixation"
341411621794,590.4127,232.2013,841.3318,227.8194,12.3333,12.3333,3.3097,12.0215,12.0215,3.2836,585.3507,239.0021,591.996,238.3705,838.7066,233.8643,844.9859,234.0162,595.4511,134.5042,595.4511,134.5042,0,3474,1,1,"-","-",0,0,0,0,0,0,13.2923,70.7593,615.8435,-53.4166,73.565,629.3244,-0.0724,0.3592,-0.9304,0.0813,0.3614,-0.9289,6785,"Fixation"
341411638666,590.6766,232.1658,841.9565,227.9255,12.4174,12.4174,3.3154,11.6891,11.6891,3.2735,585.8405,238.7287,592.1552,238.1587,839.2217,233.8076,845.1762,234.1512,593.4883,136.5814,593.4883,136.5814,0,3091,1,1,"-","-",0,0,0,0,0,0,13.2268,70.9232,616.7142,-53.62,73.7076,630.6244,-0.0676,0.3459,-0.9358,0.0675,0.3604,-0.9303,6786,"Fixation"
341411655239,591.3157,231.9767,842.3027,227.8835,12.4421,12.4421,3.3213,12.0087,12.0087,3.2802,586.1492,238.2871,592.6526,238.0224,839.5016,234.0058,845.9866,234.0216,592.0245,137.9011,592.0245,137.9011,0,2193,1,1,"-","-",0,0,0,0,0,0,13.124,71.0066,616.7926,-53.6838,73.585,629.6677,-0.0801,0.3387,-0.9375,0.0775,0.3625,-0.9288,6786,"Saccade"
341411671918,593.7669,231.0048,844.89,227.4752,12.4667,12.4667,3.328,12.1161,12.1161,3.2906,587.9996,238.0053,594.3501,238.004,840.9827,233.6586,847.3967,233.7996,520.2851,112.7386,520.2851,112.7386,0,2567,1,1,"-","-",0,0,0,0,0,0,12.6775,71.123,617.461,-54.0131,73.5879,629.0468,-0.124,0.3922,-0.9115,0.0151,0.3741,-0.9273,6786,"Saccade"
341411688567,596.9888,230.3994,847.1969,226.7807,12.3245,12.3245,3.3272,11.4845,11.4845,3.2659,589.9957,237.5002,596.3433,237.0157,842.0937,233.5247,848.8266,233.3686,416.3536,88.3056,416.3536,88.3056,0,1952,1,1,"-","-",0,0,0,0,0,0,12.172,71.3888,618.0843,-54.1986,73.4568,627.2978,-0.1918,0.3808,-0.9046,-0.0457,0.3961,-0.9171,6786,"Fixation"
341411705224,597.9862,229.8726,848.1732,226.4407,12.4282,12.4282,3.3322,11.4378,11.4378,3.2443,590.651,237.0085,597.0031,236.6547,843.2012,232.8081,849.2664,233.3081,402.6506,72.7831,402.6506,72.7831,0,1884,1,1,"-","-",0,0,0,0,0,0,12.012,71.5645,618.6462,-54.4843,73.6731,628.2502,-0.2121,0.3873,-0.8972,-0.0556,0.3956,-0.9168,6786,"Fixation"
341411721788,598.2285,229.1387,848.7759,226.084,12.1642,12.1642,3.3234,11.4447,11.4447,3.2274,591.0089,236.5009,597.4933,236.0182,843.8045,232.6645,849.9995,233.0168,402.2681,59.0131,402.2681,59.0131,0,8310,1,1,"-","-",0,0,0,0,0,0,11.9018,71.7135,618.6511,-54.6909,73.7705,628.5944,-0.2031,0.3982,-0.8945,-0.0544,0.4003,-0.9148,6786,"Fixation"
341411738699,598.9125,229.0343,849.5738,225.5613,12.645,12.645,3.3394,11.3984,11.3984,3.2117,591.6559,236.0074,598.2044,235.7987,844.5938,232.1933,850.7149,232.724,400.8657,60.3876,400.8657,60.3876,0,4624,1,1,"-","-",0,0,0,0,0,0,11.7207,71.7789,618.4179,-54.9435,73.944,629.2101,-0.2007,0.3811,-0.9025,-0.0594,0.4056,-0.9121,6787,"Fixation"
341411755485,599.7099,228.463,850.0082,225.4628,12.2748,12.2748,3.3339,11.6086,11.6086,3.2095,592.3552,236.0016,598.9828,235.3601,845.0159,231.9884,851.263,232.1711,400.3281,53.6285,400.3281,53.6285,0,3583,1,1,"-","-",0,0,0,0,0,0,11.519,71.7765,617.9012,-55.0779,74.0518,629.2774,-0.2068,0.4039,-0.8911,-0.0515,0.3952,-0.9171,6787,"Fixation"
341411771862,600.2702,228.4279,850.5962,225.0721,12.2365,12.2365,3.3277,11.6029,11.6029,3.2073,593.0068,235.4966,599.4946,235.0177,845.7085,231.8671,851.9968,232.0215,401.0998,57.7841,401.0998,57.7841,0,2004,1,1,"-","-",0,0,0,0,0,0,11.3686,71.8922,617.9468,-55.2576,74.0753,629.174,-0.2018,0.3777,-0.9037,-0.0491,0.4034,-0.9137,6787,"Fixation"
341411788536,601.1167,227.956,851.4422,224.928,12.2935,12.2935,3.3253,11.7857,11.7857,3.2146,594.0057,235.3597,600.5005,235.0147,846.5367,231.6704,852.8249,231.8669,402.0556,49.5385,402.0556,49.5385,0,1949,1,1,"-","-",0,0,0,0,0,0,11.1085,71.9125,617.9651,-55.468,74.1101,629.0753,-0.1963,0.4048,-0.8931,-0.0491,0.4023,-0.9142,6787,"Fixation"
341411805216,602.2763,227.5104,852.6586,224.6997,12.2537,12.2537,3.322,11.6665,11.6665,3.2148,595.3524,235.005,601.709,234.8702,847.7661,231.2085,853.9752,231.5197,403.3777,44.2637,403.3777,44.2637,0,1967,1,1,"-","-",0,0,0,0,0,0,10.7861,72.0424,618.5199,-55.8023,74.2435,629.2974,-0.1914,0.4183,-0.8879,-0.047,0.3962,-0.917,6787,"Fixation"
341411821817,603.7884,227.4135,853.7696,224.1074,12.2265,12.2265,3.3175,11.4245,11.4245,3.2025,596.5081,234.9808,603.1371,234.1619,848.9873,230.6502,855.3821,231.0145,404.2688,47.5789,404.2688,47.5789,0,2041,1,1,"-","-",0,0,0,0,0,0,10.4412,72.0746,617.9865,-56.1021,74.3197,628.7567,-0.2004,0.3996,-0.8945,-0.0366,0.3967,-0.9172,6787,"Fixation"
341411838664,604.9939,226.585,855.2192,223.3345,12.4657,12.4657,3.3259,11.2367,11.2367,3.1831,598.1455,234.1439,604.5051,234.0055,850.2433,229.7962,856.4912,230.0186,405.1487,41.3613,405.1487,41.3613,0,2117,1,1,"-","-",0,0,0,0,0,0,10.0593,72.2676,618.5271,-56.4224,74.575,628.8439,-0.1866,0.4222,-0.8871,-0.0476,0.3924,-0.9186,6788,"Fixation"
341411855382,606.3856,225.868,856.5582,222.3916,12.0459,12.0459,3.313,11.7776,11.7776,3.1931,599.5035,233.0152,605.8402,232.8702,851.5026,229,858.1168,229.1602,406.4115,45.3639,406.4115,45.3639,0,3475,1,1,"-","-",0,0,0,0,0,0,9.7183,72.6313,619.1176,-56.6841,74.6342,627.5121,-0.1847,0.3944,-0.9002,-0.0432,0.3953,-0.9175,6788,"Fixation"
