"Time","L Raw X [px]","L Raw Y [px]","R Raw X [px]","R Raw Y [px]","L Dia X [px]","L Dia Y [px]","L Mapped Diameter [mm]","R Dia X [px]","R Dia Y [px]","R Mapped Diameter [mm]","L CR1 X [px]","L CR1 Y [px]","L CR2 X [px]","L CR2 Y [px]","R CR1 X [px]","R CR1 Y [px]","R CR2 X [px]","R CR2 Y [px]","L POR X [px]","L POR Y [px]","R POR X [px]","R POR Y [px]","Timing","Latency","L Plane","R Plane","L Object Hit","R Object Hit","H POS X [mm]","H POS Y [mm]","H POS Z [mm]","H ROT X [°]","H ROT Y [°]","H ROT Z [°]","L EPOS X","L EPOS Y","L EPOS Z","R EPOS X","R EPOS Y","R EPOS Z","L GVEC X","L GVEC Y","L GVEC Z","R GVEC X","R GVEC Y","R GVEC Z","Frame","Event Info"
92223423173,706.4335,364.233,937.8364,371.7619,10.5201,10.5201,3.1721,10.4623,10.4623,3.0984,704.1599,371.1571,709.9688,371.4996,934.2938,379.4336,940.2583,379.3038,642.1221,344.5337,642.1221,344.5337,0,3025,1,1,"-","-",0,0,0,0,0,0,-18.7953,39.4143,666.4701,-82.2663,36.694,658.0888,0.009,0.305,-0.9523,0.1775,0.3441,-0.922,22542,"Fixation"
92223439899,706.3658,364.3057,937.6823,371.7631,10.5871,10.5871,3.1529,10.5332,10.5332,3.0867,704.1574,371.1574,709.7805,371.2096,934.2937,379.4314,939.9902,379.3595,642.6318,346.6263,642.6318,346.6263,0,1943,1,1,"-","-",0,0,0,0,0,0,-18.7791,39.4777,666.8485,-82.2839,36.7116,658.5308,0.0075,0.2958,-0.9552,0.1783,0.3457,-0.9212,22542,"Fixation"
92223456534,706.2853,364.2665,937.6635,371.7578,10.4954,10.4954,3.1327,10.6789,10.6789,3.0851,704.1536,371.1561,709.7785,371.2073,934.2906,379.4294,939.9906,379.3567,644.6976,347.2114,644.6976,347.2114,0,1938,1,1,"-","-",0,0,0,0,0,0,-18.788,39.4984,667.1904,-82.3326,36.7342,658.9236,0.0121,0.2979,-0.9545,0.1792,0.3461,-0.9209,22542,"Fixation"
92223473456,706.3243,364.2748,937.5942,371.7678,10.5892,10.5892,3.1213,10.6082,10.6082,3.0792,704.1524,371.1581,709.7781,371.2035,934.0011,379.5013,939.9896,379.3544,643.6981,347.8672,643.6981,347.8672,0,14084,1,1,"-","-",0,0,0,0,0,0,-18.7965,39.5172,667.5033,-82.173,36.6706,657.9638,0.0098,0.2975,-0.9547,0.1749,0.347,-0.9214,22543,"Fixation"
92223489951,706.2565,364.2007,937.6151,371.787,10.6161,10.6161,3.1135,10.7046,10.7046,3.0787,704.1508,371.1573,709.7793,371.2012,934.0002,379.4998,939.9863,379.3502,644.4467,348.1789,644.4467,348.1789,0,2800,1,1,"-","-",0,0,0,0,0,0,-18.8043,39.534,667.7797,-82.0627,36.6224,657.0848,0.0137,0.3009,-0.9535,0.1739,0.3452,-0.9223,22543,"Fixation"
92223506766,706.1857,364.1989,937.4795,371.7424,10.5696,10.5696,3.105,10.5867,10.5867,3.0715,704.1508,371.1579,709.7767,371.2017,933.9992,379.4994,939.9721,379.3446,647.022,348.0131,647.022,348.0131,0,3182,1,1,"-","-",0,0,0,0,0,0,-18.8115,39.5497,668.0487,-81.9661,36.5811,656.3283,0.0179,0.3015,-0.9533,0.1808,0.347,-0.9203,22543,"Fixation"
92223523167,706.1463,364.2675,937.4105,371.7399,10.7043,10.7043,3.1053,10.469,10.469,3.0589,704.1485,371.1598,709.7771,371.2045,933.9997,379.4962,939.9706,379.3473,647.2301,348.4799,647.2301,348.4799,0,2174,1,1,"-","-",0,0,0,0,0,0,-18.8178,39.5631,668.2847,-81.8795,36.5426,655.6362,0.0203,0.299,-0.954,0.1847,0.3467,-0.9196,22543,"Fixation"
92223540119,706.1454,364.3351,937.4187,371.7901,10.6436,10.6436,3.1025,10.6166,10.6166,3.0557,704.1427,371.1641,709.7768,371.2076,933.9971,379.4963,939.9737,379.3511,647.2593,258.9587,647.2593,258.9587,0,2391,1,1,"-","-",0,0,0,0,0,0,-18.8224,39.5733,668.4762,-81.7963,36.5049,654.9692,0.0202,0.2963,-0.9549,0.1847,0.3437,-0.9207,22543,"Fixation"
92223556698,706.1181,364.3962,937.3931,371.7833,10.6469,10.6469,3.0999,10.4818,10.4818,3.0455,704.0016,371.3683,709.7886,371.3904,933.9964,379.4965,939.9799,379.4989,649.1342,259.2645,649.1342,259.2645,0,2049,1,1,"-","-",0,0,0,0,0,0,-18.7886,39.4857,667.9181,-81.7155,36.4481,654.3161,0.0178,0.3016,-0.9533,0.1858,0.3477,-0.919,22543,"Fixation"
92223583422,706.2567,364.4606,937.5823,371.8814,10.6197,10.6197,3.0959,10.6089,10.6089,3.0433,704.0007,371.5015,709.7897,371.3875,933.9971,379.4939,939.9883,379.4995,648.5052,260.4419,648.5052,260.4419,0,6008,1,1,"-","-",0,0,0,0,0,0,-18.7738,39.4364,667.3928,-81.637,36.4128,653.6772,0.0095,0.3008,-0.9536,0.1763,0.3418,-0.9231,22544,"Fixation"
