"Time","L Raw X [px]","L Raw Y [px]","R Raw X [px]","R Raw Y [px]","L Dia X [px]","L Dia Y [px]","L Mapped Diameter [mm]","R Dia X [px]","R Dia Y [px]","R Mapped Diameter [mm]","L CR1 X [px]","L CR1 Y [px]","L CR2 X [px]","L CR2 Y [px]","R CR1 X [px]","R CR1 Y [px]","R CR2 X [px]","R CR2 Y [px]","L POR X [px]","L POR Y [px]","R POR X [px]","R POR Y [px]","Timing","Latency","L Plane","R Plane","L Object Hit","R Object Hit","H POS X [mm]","H POS Y [mm]","H POS Z [mm]","H ROT X [°]","H ROT Y [°]","H ROT Z [°]","L EPOS X","L EPOS Y","L EPOS Z","R EPOS X","R EPOS Y","R EPOS Z","L GVEC X","L GVEC Y","L GVEC Z","R GVEC X","R GVEC Y","R GVEC Z","Frame","Event Info"
8145883463,407.1051,484.0102,640.7494,473.1764,14.019,14.019,3.5657,14.0332,14.0332,3.567,403.9875,489.6519,410.5078,489.4994,638.0016,478.5146,644.859,478.7242,687.201,599.6998,687.201,599.6998,0,2154,1,1,"-","-",0,0,0,0,0,0,58.0745,5.5935,593.3439,-0.3585,8.3631,595.9744,-0.0806,0.3032,-0.9495,0.0476,0.2686,-0.9621,6297,"Saccade"
8145900094,407.5317,484.6548,640.7647,473.8458,13.7742,13.7742,3.5651,13.8217,13.8217,3.5687,404.1396,490.1596,411.004,490.3524,638.1468,479.1573,644.8587,479.156,688.8437,600.5664,688.8437,600.5664,0,3226,1,1,"-","-",0,0,0,0,0,0,58.0474,5.4286,593.8884,-0.3772,8.2425,596.9789,-0.0866,0.3053,-0.9483,0.0508,0.2625,-0.9636,6297,"Fixation"
8145926531,407.7049,485.6883,640.4564,474.7601,13.9848,13.9848,3.5763,13.9245,13.9245,3.5766,404.4931,491.0176,411.0164,491.3505,637.9992,480.0235,644.5111,480.0161,688.5446,510.8941,688.5446,510.8941,0,9924,1,1,"-","-",0,0,0,0,0,0,58.1706,5.2122,595.6231,-0.316,8.0484,598.6492,-0.0861,0.301,-0.9497,0.0542,0.261,-0.9638,6298,"Fixation"
8145936469,407.7945,487.0449,640.0733,476.0522,13.7121,13.7121,3.5759,13.729,13.729,3.5772,404.8208,492.8552,411.0101,492.6474,637.8369,481.1579,644.0115,481.3641,691.4823,508.9461,691.4823,508.9461,0,4235,1,1,"-","-",0,0,0,0,0,0,58.4156,4.8435,598.5522,-0.2338,7.7735,601.5403,-0.0807,0.3143,-0.9459,0.0572,0.2603,-0.9638,6298,"Fixation"
8145950170,407.7003,488.3287,639.4435,477.3861,13.8459,13.8459,3.5828,13.8081,13.8081,3.5822,404.3497,494.0155,411.0082,493.6609,636.8576,482.8468,643.5097,483.004,691.879,506.504,691.879,506.504,0,3476,1,1,"-","-",0,0,0,0,0,0,58.5629,4.5768,599.4426,-0.0465,7.3624,602.3546,-0.0903,0.3045,-0.9482,0.0511,0.2785,-0.9591,6298,"Fixation"
8145966824,407.4534,489.6685,638.7766,478.7544,13.745,13.745,3.5853,13.7399,13.7399,3.5845,404.1502,495.1487,410.6608,495.0157,636.3537,484.0154,642.8517,484.1498,693.3403,507.81,693.3403,507.81,0,2216,1,1,"-","-",0,0,0,0,0,0,58.7662,4.2731,600.8183,0.1009,7.085,603.6849,-0.0922,0.3005,-0.9493,0.0556,0.2686,-0.9616,6298,"Fixation"
8145983655,407.1744,490.9403,637.9763,480.1686,13.8986,13.8986,3.5969,13.7412,13.7412,3.5892,403.9943,496.3674,410.2467,496.2098,635.8396,485.159,642.0094,485.3625,694.2323,509.5997,694.2323,509.5997,0,3785,1,1,"-","-",0,0,0,0,0,0,59.0619,3.9835,603.1075,0.2742,6.8147,606.2282,-0.0928,0.2986,-0.9499,0.0623,0.258,-0.9641,6298,"Saccade"
8146000439,406.8382,492.2249,637.4101,481.3702,13.8457,13.8457,3.6067,13.8081,13.8081,3.5987,403.8385,497.8603,410.0102,497.6526,634.9912,486.6534,641.1603,486.8529,693.7853,505.13,693.7853,505.13,0,3781,1,1,"-","-",0,0,0,0,0,0,59.3521,3.6261,605.5614,0.4924,6.4594,608.5886,-0.0835,0.3104,-0.9469,0.0463,0.2746,-0.9604,6298,"Fixation"
8146017093,406.5286,493.2241,636.7184,482.4915,13.7197,13.7197,3.6092,13.6719,13.6719,3.6002,403.3431,499.0133,409.9959,498.6645,634.1517,487.8595,640.8485,487.86,694.4892,503.3409,694.4892,503.3409,0,44924,1,1,"-","-",0,0,0,0,0,0,59.4568,3.3526,605.9592,0.6399,6.1775,608.7254,-0.0801,0.3156,-0.9455,0.0527,0.2746,-0.9601,6299,"Fixation"
8146032072.333333,406.5286,493.2241,636.7184,482.4915,13.7197,13.7197,3.6092,13.6719,13.6719,3.6002,403.3431,499.0133,409.9959,498.6645,634.1517,487.8595,640.8485,487.86,694.4682,503.4781,694.4682,503.4781,0,44924,1,1,"-","-",0,0,0,0,0,0,59.4568,3.3526,605.9592,0.6399,6.1775,608.7254,-0.0801,0.3156,-0.9455,0.0527,0.2746,-0.9601,6299,"Fixation"
