"start","end","dur","x","y","pupil"
11890167146,11890571490,404344,342.9853504,112.0320984,223.0202980548
11890617060,11890783685,166625,341.401936363636,32.5504872727273,222.59708133
11890817042,11890950275,133233,372.649,31.3539022222222,213.055426953333
11890983692,11891250308,266616,389.832812941176,32.9119247058824,215.157067254118
11891288987,11891416882,127895,329.757044444444,29.9223222222222,216.535972986667
11891467411,11891571553,104142,420.234534285714,40.7140314285714,218.195263501429
11891600339,11891800477,200138,440.544089230769,45.0755338461538,225.067119274615
11891872062,11892371675,499613,527.553049032258,47.5221864516129,243.023480965484
11892400489,11892583585,183096,534.925803333333,58.2418683333333,241.429906380833
11892616926,11892850145,233219,579.091501333333,63.7200613333333,240.534375969333
11892883557,11892983571,100014,549.542117142857,64.5398828571429,251.745397245714
11893184425,11893416876,232451,568.111965333333,54.300456,249.560727381333
11893450172,11893571393,121221,593.411675,54.4106775,251.07356342375
11893683613,11893916750,233137,656.477932,32.328268,236.396188076667
11894000237,11894233482,233245,734.632744,54.868812,226.728245970667
11894383701,11894483452,99751,816.806785714286,57.57696,214.56046746
11894784337,11895133378,349041,800.795177272727,119.155587272727,237.256044870909
11895416739,11895583444,166705,372.291772727273,124.257094545455,229.657964755455
11895616772,11895733354,116582,351.4462625,114.9174925,226.149912595
11895950031,11896117029,166998,355.743052727273,100.842505454545,224.265596775455
11896150020,11896368162,218142,344.927488571429,122.295901428571,228.666864835714
11896400226,11896800450,400224,384.1904216,133.9045688,218.1110911572
11896833242,11896950013,116771,432.6076525,134.3488025,206.34483753625
11896983314,11897150038,166724,447.649167272727,131.299069090909,204.470560048182
11897183336,11897433278,249942,493.4647725,129.25144125,207.2098453275
11897471427,11897672891,201464,534.443213846154,128.857149230769,213.10863653
11897771883,11897900150,128267,576.390246666667,138.974728888889,210.617870041111
11897933264,11898083311,150047,582.65608,121.689898,205.559568125
11898216705,11898471778,255073,640.03443375,125.08189,203.73641143125
11898500104,11898883339,383235,653.9131725,135.33487,200.062429773333
11898916559,11899166661,250102,688.29835625,134.51471,200.4396598225
11899200140,11899549904,349764,653.965117272727,143.214385454545,203.439418764091
11899583237,11899816534,233297,704.247553333333,142.47838,201.493622345333
11899849897,11900150038,300141,731.951308421053,136.636376842105,203.474910011579
11900183178,11900568882,385704,745.7371775,132.280924166667,201.537541205833
11900771357,11900866726,95369,740.71364,145.423725714286,196.118758404286
11900900033,11901471588,571555,768.234131428571,135.467730285714,194.083029633429
11901499889,11901683282,183393,800.96328,128.29354,188.691929363333
11901716417,11902083097,366680,819.874167826087,119.504968695652,184.609177408696
11902116422,11902699817,583395,842.203218888889,134.517659444444,187.783854014167
11902832986,11903499782,666796,345.320034634146,152.491731707317,203.219240385122
11903532979,11904032973,499994,392.941915483871,151.230063870968,189.580224253548
11904071839,11904172351,100512,375.571497142857,166.063417142857,193.134300448571
11904199945,11904332980,133035,344.884933333333,149.174444444444,190.687728686667
11904372487,11904632870,260383,351.715398823529,138.500264705882,186.458171272941
11904672232,11905082930,410698,347.98866,152.736007692308,177.626548295769
11905116287,11905316253,199966,358.008016923077,143.25482,183.372735246923
11905349520,11905632873,283353,391.350572222222,145.349561111111,184.063075050556
11905832849,11906370721,537872,408.968685454545,133.553557575758,177.400602968788
11906399609,11906632877,233268,431.197544,121.793049333333,167.806827046
11906672230,11907099585,427355,400.29119037037,126.071558518519,180.277966385556
11907371275,11907616157,244882,458.5003425,131.23700625,178.828344309375
11907682803,11907782819,100016,485.287631428571,115.4052,182.610807341429
11907816107,11908099461,283354,492.091681111111,134.133016666667,177.880420315
11908132769,11908499675,366906,547.951647826087,138.670728695652,176.003310865652
11908532727,11908832727,3e+05,578.417130526316,152.134292631579,192.026481522105
11908866241,11909149385,283144,601.263008888889,157.168486666667,205.971918572778
11909182837,11909366106,183269,630.79068,155.789115,216.270657238333
11909399608,11909699476,299868,670.354886315789,156.253793684211,211.059034971579
11909732616,11909916040,183424,693.395188333333,168.93681,215.7955280375
11909949395,11910282961,333566,722.987570476191,169.340747619048,223.059035412381
11910749265,11910999340,250075,744.622745,169.7984525,213.01564449875
11911032613,11911166032,133419,786.222331111111,166.519157777778,207.626664612222
11911371242,11911599353,228111,362.934529333333,183.9232,210.453480354667
11911632620,11911915919,283299,343.718065555556,185.005071111111,214.603114878889
11912049349,11912299523,250174,377.90262625,162.9179125,204.618123851875
11912449284,11912599585,150301,442.482324,174.858024,210.744519717
11912632467,11912982558,350091,441.080932727273,176.836660909091,212.280408317273
11913015872,11913349156,333284,428.388222857143,169.294956190476,205.31991951381
11913382762,11913615819,233057,459.192569333333,179.871738666667,200.05729305
11913649150,11913915795,266645,504.998683529412,174.882317647059,195.981863353529
11914132487,11914449153,316666,502.648912,172.370053,207.068504844
11914482441,11914932446,450005,520.004915,179.517817857143,196.990489473571
11914973552,11915082457,108905,535.9142975,166.523805,186.4559685925
11915115784,11915382600,266816,559.453190588235,151.523450588235,181.739104814118
11915415786,11915515761,99975,582.60388,159.524894285714,187.458865191429
11916132369,11916232366,99997,626.058357142857,95.5606914285714,202.531154702857
11916271604,11916432399,160795,639.065285454545,127.546994545455,201.347347241818
11916471882,11916771441,299559,650.653798947369,160.943870526316,205.090205190526
11916799347,11917049029,249682,672.38522875,172.87709375,207.65878267
11917082367,11917499084,416717,698.709481538462,176.997529230769,201.746357616923
11917532245,11917782370,250125,738.3726125,168.0887725,196.855081876875
11917983071,11918082325,99254,741.821757142857,161.648357142857,206.556171482857
11918115667,11918315733,200066,762.531832307692,157.168624615385,203.720929737692
11918348893,11918515550,166657,779.619718181818,175.354909090909,195.102710881818
11918548903,11918868488,319585,806.21664,171.864078,183.5187564
11918899220,11919115533,216313,837.589517142857,173.094665714286,170.070201809286
11919215532,11919899191,683659,340.822882380952,191.059559047619,177.730058520952
11919932145,11920099185,167040,365.303658181818,192.699654545455,172.774824100909
