"start","end","dur","x","y","pupil"
349117087899,349117170961,83062,756.86694,515.511822857143,137.753585642857
349117270945,349117391080,120135,442.14208,120.6589125,140.8483791275
349117437696,349117670940,233244,355.513149333333,117.707805333333,136.001030654
349117704724,349117970945,266221,370.411574117647,69.7540517647059,132.888496784118
349118054270,349118354275,300005,470.133035789474,80.5766042105263,141.087311011053
349118391974,349118491818,99844,428.247751428571,80.1579685714286,141.277929457143
349118554263,349118654285,100022,439.49814,86.6374171428571,146.34024612
349118804222,349118921232,117010,388.230815,72.22534,143.73554310625
349118954143,349119191920,237777,374.301472,80.8664546666667,142.063864013333
349119254563,349119370930,116367,468.85612,74.062245,136.77393676
349119404240,349119688923,284683,476.089468888889,52.5810577777778,131.98218459
349119788004,349119904260,116256,521.757995,80.8060175,129.183664835
349119937567,349120054144,116577,538.7866975,84.4866325,128.23490832875
349120120879,349120220887,100008,616.59302,68.1633142857143,128.226288872857
349120292046,349120421146,129100,694.417502222222,62.3314066666667,125.879813987778
349120490719,349120720881,230162,809.431989333333,66.5081306666667,127.838482784667
349120754168,349120854149,99981,817.48106,64.58978,125.224597235714
349120905104,349121020896,115792,701.860485,77.903095,129.921708745
349121121093,349121304102,183009,527.462023333333,141.388116666667,136.249882738333
349121337482,349121437444,99962,583.625417142857,143.234645714286,139.346435488571
349121587533,349121770863,183330,352.15569,153.647055,144.835659370833
349121821107,349121937447,116340,410.2907875,148.3277425,147.631556545
349122220807,349122437465,216658,467.19732,185.256305714286,141.782122717857
349122487597,349122689024,201427,538.109583076923,180.805746153846,141.225100986154
349122720723,349122893168,172445,580.35758,171.480374545455,139.582923904545
349122954012,349123087479,133467,664.392188888889,176.665955555556,139.206256794444
349123120908,349123254079,133171,684.734106666667,184.051468888889,135.08768436
349123320910,349123491718,170808,754.511687272727,196.754345454545,140.142737509091
349123537317,349123637337,100020,816.092637142857,192.937354285714,139.610548738571
349123670697,349123853882,183185,835.576853333333,192.557715,144.789763849167
349123904035,349124004682,100647,904.23472,189.393525714286,145.519492101429
349124037325,349124153901,116576,916.270445,184.95034,149.3857462075
349124270687,349124487491,216804,378.32151,213.267584285714,152.282189302143
349124603986,349124770588,166602,469.457132727273,218.396130909091,154.724705871818
349124870575,349125053901,183326,562.697303333333,242.38711,152.013356944167
349125087453,349125253958,166505,591.901778181818,234.46656,149.378222703636
349125353903,349125453888,99985,638.23256,216.630528571429,121.730191714286
349125492389,349125637177,144788,664.41549,207.371098,137.48942843
349126193530,349126291016,97486,661.937548571429,181.171751428571,129.773337722857
349126320920,349126437220,116300,664.0932925,197.3653875,126.49815088875
349126553758,349126770558,216800,827.388927142857,215.897235714286,122.992246862857
349126803862,349127037218,233356,845.888618666667,207.418613333333,126.572902652667
349127070570,349127253840,183270,850.099135,193.929546666667,125.43850724
349127353777,349127520540,166763,822.267403636364,188.174838181818,124.040264257273
349127553779,349127803859,250080,859.40801625,192.0048625,126.520894488125
349127837221,349128189044,351823,875.189581818182,195.813166363636,125.306073655909
349128303983,349128453804,149821,907.739174,181.177508,121.301520474
349128537084,349128653830,116746,928.9310775,179.0677525,116.55849598
349128803787,349129053644,249857,366.03625125,209.80025875,122.25971628125
349129103798,349129237116,133318,414.972413333333,211.974242222222,122.273255221111
349129303748,349129420517,116769,466.84333,212.526695,114.82215294125
349129453648,349129637058,183410,482.51951,212.465321666667,118.394715411667
349129670446,349129937049,266603,476.579787058824,220.870355294118,122.323754990588
349129970316,349130070300,99984,466.296251428571,221.952622857143,119.802748
349130103750,349130203811,100061,497.796897142857,215.404491428571,118.145660325714
349130253693,349130570308,316615,563.759537,207.03555,123.2945271975
349130603844,349130736947,133103,601.354817777778,218.179904444444,119.316755208889
349130890789,349131188882,298093,693.435053684211,223.749545263158,121.065954286842
349131220383,349131370316,149933,742.88322,217.622454,117.827266459
349131436938,349131587046,150108,796.315488,212.713168,120.404500576
349131653541,349131753554,100013,836.873871428572,212.778462857143,120.545065437143
349131803594,349131903588,99994,874.839874285714,211.392668571429,124.506075328571
349131936961,349132053522,116561,908.6803275,203.2933975,125.01193634375
349132188988,349132320377,131389,379.560055555556,227.554604444444,131.80951621
349132353523,349132689714,336191,373.495367619048,242.145900952381,131.770587318571
349132736957,349132953529,216572,433.877485714286,263.073535714286,142.766340055714
349133003726,349133136918,133192,489.544231111111,271.879717777778,144.362170156667
349133236810,349133336827,100017,525.887922857143,246.0354,126.66873582
349133370200,349133536793,166593,543.480176363636,226.544603636364,129.428977170909
349133570202,349133688864,118662,570.6440725,244.91929,120.33390558625
349133720519,349133891021,170502,599.00784,247.973229090909,118.965188775455
349133953403,349134153413,200010,696.120427692308,246.276967692308,121.797523626154
349134220453,349134420418,199965,773.071589230769,248.101546153846,120.704445368462
349134586936,349134720372,133436,848.109144444444,230.747426666667,120.762745446667
349134770052,349134894527,124475,900.3517275,217.74002,117.284658935
349134920251,349135020217,99966,926.882902857143,211.616477142857,114.802679748571
349135253434,349135403550,150116,369.839404,236.260124,125.78039848
349135436796,349135536701,99905,389.194471428571,234.435868571429,132.484222598571
349135570053,349135736679,166626,409.439101818182,235.459885454545,130.009661336364
349135770175,349136003526,233351,435.516858666667,239.120194666667,129.571842872
349136136690,349136253438,116748,372.2876425,250.5082425,137.39430366625
349136320255,349136420380,100125,421.020205714286,282.404548571429,146.144792851429
349136491769,349136586816,95047,445.4584825,257.6069775,84.21247462
349136620284,349136753286,133002,471.761975555556,252.085624444444,134.359241363333
349136781181,349136986883,205702,524.374998571429,256.813515714286,132.082023769286
349137070058,349137303476,233418,606.324568,255.63772,128.804724542
349137336759,349137469930,133171,641.260453333333,259.108828888889,122.101074564444
349137536685,349137820157,283472,717.480916666667,255.763706666667,121.437757427778
349137853270,349138169944,316674,700.474538,250.71173,119.5517728215
349138203378,349138403966,200588,700.532832307692,252.734776923077,119.714236903077
349138453265,349138586689,133424,749.167726666667,257.880475555556,121.308598288889
349138620127,349138836593,216466,756.688717142857,255.265802857143,114.425695101429
349138869926,349139093675,223749,748.932004285714,262.159541428571,119.208993087857
349139153143,349139420013,266870,812.676796470588,255.671245882353,121.056678948824
349139492040,349139769820,277780,881.193291111111,240.317723333333,125.166246228889
349139803281,349140119966,316685,888.010428,252.549366,126.53213277
349140353144,349140453169,100025,905.052171428572,237.698777142857,125.49245381
349140553166,349140703242,150076,874.592014,242.21536,124.682726262
349140803217,349140953170,149953,913.731478,248.415236,127.01815922
349141203141,349141503118,299977,377.374532631579,265.397795789474,127.516272606842
349141536448,349141688810,152362,441.211918,271.04549,115.238798862
349141719883,349141919889,200006,438.016843076923,265.297223076923,118.586042051538
349141953022,349142104071,151049,391.52018,256.136994,115.561482712
349142369689,349142553073,183384,566.40048,285.584606666667,120.756223638333
349142586677,349142692192,105515,600.1222,297.461731428571,121.431460541429
349142719880,349142836459,116579,656.254265,299.0643925,119.686262175
