"Time","L Raw X [px]","L Raw Y [px]","R Raw X [px]","R Raw Y [px]","L Dia X [px]","L Dia Y [px]","L Mapped Diameter [mm]","R Dia X [px]","R Dia Y [px]","R Mapped Diameter [mm]","L CR1 X [px]","L CR1 Y [px]","L CR2 X [px]","L CR2 Y [px]","R CR1 X [px]","R CR1 Y [px]","R CR2 X [px]","R CR2 Y [px]","L POR X [px]","L POR Y [px]","R POR X [px]","R POR Y [px]","Timing","Latency","L Plane","R Plane","L Object Hit","R Object Hit","H POS X [mm]","H POS Y [mm]","H POS Z [mm]","H ROT X [°]","H ROT Y [°]","H ROT Z [°]","L EPOS X","L EPOS Y","L EPOS Z","R EPOS X","R EPOS Y","R EPOS Z","L GVEC X","L GVEC Y","L GVEC Z","R GVEC X","R GVEC Y","R GVEC Z","Frame","Event Info"
163847515245,549.4845,374.0753,811.4503,347.1053,11.7976,11.7976,3.0271,11.6138,11.6138,2.9865,547.151,382.7224,554.3736,382.5192,807.4931,355.6347,814.7233,355.7163,676.7802,324.9094,676.7802,324.9094,0,2379,1,1,"-","-",0,0,0,0,0,0,21.8681,31.6936,582.7291,-42.1758,38.5182,586.1359,-0.019,0.3907,-0.9203,0.1227,0.3934,-0.9111,14839,"Fixation"
163847531854,549.4937,374.1677,811.5307,347.2064,11.9869,11.9869,3.0291,11.7342,11.7342,2.9878,547.1528,382.73,554.1692,382.7244,807.51,355.7495,814.7308,355.8411,676.7599,325.4212,676.7599,325.4212,0,2046,1,1,"-","-",0,0,0,0,0,0,21.9254,31.7151,583.5979,-42.1712,38.4818,586.0304,-0.0251,0.3917,-0.9197,0.1189,0.3946,-0.9111,14839,"Fixation"
163847548526,549.4692,374.2345,811.5491,347.3334,12.121,12.121,3.0372,11.8634,11.8634,2.9939,547.0072,382.8944,554.1702,382.7295,807.3491,355.8811,814.8837,355.9877,676.2625,325.8178,676.2625,325.8178,0,2224,1,1,"-","-",0,0,0,0,0,0,21.9555,31.7118,583.9235,-42.095,38.378,584.9791,-0.0279,0.3928,-0.9192,0.1178,0.3946,-0.9112,14839,"Fixation"
163847565305,549.4969,374.2599,811.5943,347.335,12.1182,12.1182,3.043,11.8015,11.8015,2.9956,547.0115,382.986,554.4904,382.6284,807.5174,355.9885,814.8943,355.9954,676.5853,326.463,676.5853,326.463,0,2465,1,1,"-","-",0,0,0,0,0,0,21.8905,31.6759,583.2489,-42.0806,38.3312,584.4767,-0.0203,0.3913,-0.9201,0.1199,0.3974,-0.9098,14840,"Fixation"
163847581887,549.5493,374.2115,811.7847,347.3831,12.1836,12.1836,3.0506,11.7334,11.7334,2.9944,547.1562,382.7369,554.5091,382.6276,807.8844,355.9916,814.9047,355.9947,676.7245,327.1385,676.7245,327.1385,0,4544,1,1,"-","-",0,0,0,0,0,0,21.8613,31.6935,583.0061,-42.1745,38.3751,585.1424,-0.0183,0.387,-0.9219,0.12,0.3951,-0.9108,14840,"Fixation"
163847598786,549.6187,374.2096,811.7164,347.3158,12.2049,12.2049,3.0575,11.6407,11.6407,2.9896,547.1598,382.7373,554.5176,382.6306,807.8991,355.9967,814.9989,355.9942,675.1625,236.3863,675.1625,236.3863,0,3576,1,1,"-","-",0,0,0,0,0,0,21.8508,31.68,582.7662,-42.2137,38.3978,585.4985,-0.0218,0.3867,-0.9219,0.1261,0.3994,-0.9081,14840,"Fixation"
163847615525,549.673,374.1879,811.8942,347.3586,12.0407,12.0407,3.0549,11.6437,11.6437,2.986,547.1577,382.8472,554.7206,382.7232,807.9932,355.9992,815.1005,355.9969,675.5929,235.7807,675.5929,235.7807,0,3667,1,1,"-","-",0,0,0,0,0,0,21.7951,31.6096,581.9314,-42.2598,38.4172,585.8039,-0.0199,0.3929,-0.9193,0.1221,0.3974,-0.9095,14840,"Fixation"
163847632025,549.718,374.1874,811.9786,347.3994,12.0317,12.0317,3.0515,11.6229,11.6229,2.9823,547.1603,382.8492,554.7404,382.8387,807.9989,356.0044,815.1081,356.0015,675.5395,234.5433,675.5395,234.5433,0,3446,1,1,"-","-",0,0,0,0,0,0,21.7616,31.5505,581.1088,-42.2815,38.4341,586.0812,-0.0221,0.3954,-0.9183,0.1181,0.3956,-0.9108,14840,"Fixation"
163847648522,549.6703,374.2556,812.0329,347.529,12.0968,12.0968,3.051,11.8342,11.8342,2.989,547.1632,382.8527,554.7339,382.8402,808.0984,356.0048,815.3167,355.8954,676.4808,234.7975,676.4808,234.7975,0,33928,1,1,"-","-",0,0,0,0,0,0,21.7345,31.51,580.3735,-42.313,38.441,585.9906,-0.0193,0.3914,-0.92,0.1249,0.3844,-0.9147,14840,"Fixation"
163847682790,549.5988,374.4668,812.0488,347.6865,12.3354,12.3354,3.0611,11.8815,11.8815,2.9968,547.0072,383.005,554.4999,382.9997,808.1049,356.013,815.265,356.1576,676.4793,235.5643,676.4793,235.5643,0,4753,1,1,"-","-",0,0,0,0,0,0,21.765,31.4475,579.9212,-42.3144,38.4142,586.0876,-0.0259,0.3877,-0.9214,0.1229,0.3832,-0.9154,14840,"Fixation"
163847698731,549.4092,374.5477,811.7826,347.7093,12.1349,12.1349,3.0605,11.8451,11.8451,3.0012,547.0024,383.0113,554.2736,383.1501,808.0053,356.0214,815.2635,356.1606,677.7273,237.3162,677.7273,237.3162,0,2343,1,1,"-","-",0,0,0,0,0,0,21.8026,31.4425,580.1761,-42.2862,38.3982,585.8675,-0.0218,0.388,-0.9214,0.1347,0.3817,-0.9144,14841,"Fixation"
163847715193,549.3001,374.6114,811.7351,347.7339,12.1303,12.1303,3.0607,11.7534,11.7534,2.9998,546.9929,383.0219,554.0171,383.0206,807.7878,356.2135,815.2685,356.2813,678.049,238.7115,678.049,238.7115,0,3120,1,1,"-","-",0,0,0,0,0,0,21.8736,31.5132,581.2059,-42.1969,38.3017,584.9875,-0.0224,0.382,-0.9239,0.1308,0.3891,-0.9119,14841,"Fixation"
163847731851,549.313,374.7758,811.6695,347.8542,12.018,12.018,3.0562,11.8297,11.8297,3.0015,546.8471,383.2722,554.0079,383.1172,807.7726,356.2277,815.2503,356.2942,678.7881,241.46,678.7881,241.46,0,1933,1,1,"-","-",0,0,0,0,0,0,21.9118,31.4982,581.7139,-42.1346,38.2456,584.181,-0.0275,0.3827,-0.9235,0.1342,0.3819,-0.9144,14841,"Fixation"
163847748465,549.2585,374.8486,811.7057,347.8938,12.2384,12.2384,3.0629,11.8552,11.8552,3.0039,546.6351,383.5111,553.8563,383.2844,807.6359,356.4924,814.8835,356.3755,677.7879,241.0856,677.7879,241.0856,0,2094,1,1,"-","-",0,0,0,0,0,0,21.9668,31.4635,581.992,-42.0693,38.2006,584.138,-0.0352,0.3896,-0.9203,0.1176,0.3903,-0.9131,14841,"Fixation"
163847766699,549.0339,374.9501,811.5778,348.0572,12.2343,12.2343,3.0681,11.8802,11.8802,3.0067,546.5027,383.4958,553.8483,383.2811,807.5098,356.6224,814.8951,356.4916,677.7662,243.2713,677.7662,243.2713,0,8907,1,1,"-","-",0,0,0,0,0,0,21.9792,31.4586,581.8627,-42.022,38.1399,583.674,-0.0262,0.3841,-0.9229,0.1218,0.3875,-0.9138,14842,"Fixation"
