"Time","L Raw X [px]","L Raw Y [px]","R Raw X [px]","R Raw Y [px]","L Dia X [px]","L Dia Y [px]","L Mapped Diameter [mm]","R Dia X [px]","R Dia Y [px]","R Mapped Diameter [mm]","L CR1 X [px]","L CR1 Y [px]","L CR2 X [px]","L CR2 Y [px]","R CR1 X [px]","R CR1 Y [px]","R CR2 X [px]","R CR2 Y [px]","L POR X [px]","L POR Y [px]","R POR X [px]","R POR Y [px]","Timing","Latency","L Plane","R Plane","L Object Hit","R Object Hit","H POS X [mm]","H POS Y [mm]","H POS Z [mm]","H ROT X [°]","H ROT Y [°]","H ROT Z [°]","L EPOS X","L EPOS Y","L EPOS Z","R EPOS X","R EPOS Y","R EPOS Z","L GVEC X","L GVEC Y","L GVEC Z","R GVEC X","R GVEC Y","R GVEC Z","Frame","Event Info"
73859677169,689.5561,640.3341,922.2038,628.188,11.6202,11.6202,3.292,11.4716,11.4716,3.2788,686.1448,647.8436,691.9925,647.5215,918.2795,635.8453,924.2866,635.5699,479.2159,269.7388,479.2159,269.7388,0,9216,1,1,"-","-",0,0,0,0,0,0,-13.5085,-37.3434,654.672,-76.7159,-33.7306,648.5805,-0.0786,0.4715,-0.8783,0.0263,0.4933,-0.8695,14069,"Fixation"
73859693800,689.5597,640.2594,922.1505,628.2518,11.4287,11.4287,3.2837,11.5389,11.5389,3.277,685.9975,647.6469,691.9916,647.5131,918.278,635.8431,924.2831,635.5691,476.9922,269.8692,476.9922,269.8692,0,2124,1,1,"-","-",0,0,0,0,0,0,-13.4782,-37.2875,654.1898,-76.6843,-33.7165,648.3183,-0.0833,0.4692,-0.8792,0.0299,0.4889,-0.8718,14069,"Fixation"
73859710488,689.2991,640.2429,922.0095,628.2111,11.5522,11.5522,3.2827,11.545,11.545,3.2767,685.9963,647.6446,691.9896,647.5079,918.2763,635.8397,924.0061,635.5061,479.7987,267.4964,479.7987,267.4964,0,1965,1,1,"-","-",0,0,0,0,0,0,-13.4686,-37.2612,653.7466,-76.7652,-33.7604,649.3291,-0.0668,0.4704,-0.8799,0.0296,0.4902,-0.8711,14069,"Fixation"
73859727059,689.4083,640.1483,922.001,628.0848,11.5131,11.5131,3.2802,11.5251,11.5251,3.2758,685.9946,647.6401,691.8517,647.2902,918.1641,635.8381,924.004,635.5052,475.3392,263.8154,475.3392,263.8154,0,1992,1,1,"-","-",0,0,0,0,0,0,-13.4535,-37.2422,653.946,-76.7997,-33.7818,649.7507,-0.0782,0.469,-0.8797,0.0259,0.4985,-0.8665,14069,"Fixation"
73859743859,689.1992,640.1948,921.9122,628.1031,11.3512,11.3512,3.2699,11.4888,11.4888,3.273,685.9951,647.5147,691.8461,647.283,918.0206,635.6412,924.0017,635.5068,476.5775,264.9277,476.5775,264.9277,0,14470,1,1,"-","-",0,0,0,0,0,0,-13.4572,-37.2362,654.1603,-76.7519,-33.7426,649.5131,-0.0644,0.4627,-0.8842,0.0276,0.4908,-0.8708,14069,"Fixation"
73859760480,689.3087,640.0813,921.9955,628.0395,11.4006,11.4006,3.2643,11.5376,11.5376,3.273,685.9942,647.5055,691.8438,647.2758,918.0103,635.5043,923.9976,635.3616,476.782,264.2461,476.782,264.2461,0,3029,1,1,"-","-",0,0,0,0,0,0,-13.461,-37.2456,654.3657,-76.7207,-33.6913,649.2656,-0.0721,0.4691,-0.8802,0.0223,0.4856,-0.8739,14070,"Fixation"
73859777301,689.2838,639.9232,922.0062,627.8143,11.3533,11.3533,3.2573,11.8149,11.8149,3.2871,685.8513,647.2745,691.714,647.1508,918.0035,635.3494,923.9929,635.3472,476.4514,262.2099,476.4514,262.2099,0,3257,1,1,"-","-",0,0,0,0,0,0,-13.4261,-37.2041,654.4967,-76.6915,-33.656,649.0312,-0.0792,0.4675,-0.8804,0.0206,0.4944,-0.869,14070,"Saccade"
73859793861,689.3039,639.6699,921.7554,627.5588,11.496,11.496,3.2586,11.6146,11.6146,3.2888,685.5159,647.0055,691.484,647.0051,917.8528,635.1401,923.6462,634.9994,472.0421,170.3952,472.0421,170.3952,0,3193,1,1,"-","-",0,0,0,0,0,0,-13.3411,-37.1269,654.1436,-76.7019,-33.6148,649.6979,-0.0988,0.4693,-0.8775,0.0206,0.4934,-0.8695,14070,"Fixation"
73859810683,688.8403,639.416,921.513,627.2957,11.5242,11.5242,3.2608,11.6383,11.6383,3.2894,685.1632,646.8529,691.1391,646.8482,917.3018,634.8537,923.7894,634.606,473.0038,171.5641,473.0038,171.5641,0,3556,1,1,"-","-",0,0,0,0,0,0,-13.2379,-37.0638,653.782,-76.3753,-33.4018,647.3893,-0.0921,0.4754,-0.8749,0.024,0.4865,-0.8734,14070,"Fixation"
73859827089,688.3623,639.2257,921.1096,627.154,11.3287,11.3287,3.2522,11.4925,11.4925,3.2834,684.9954,646.6477,690.9835,646.6488,917.2735,634.833,923.0028,634.5063,473.9093,170.9905,473.9093,170.9905,0,56800,1,1,"-","-",0,0,0,0,0,0,-13.1856,-36.9861,653.3932,-76.3905,-33.4424,648.4726,-0.0719,0.4752,-0.877,0.0227,0.4927,-0.8699,14070,"Fixation"
73859883906,687.323,639.0815,919.7865,626.7613,11.4208,11.4208,3.2523,11.768,11.768,3.2923,683.9792,646.6453,689.3473,646.0273,915.8543,634.1487,921.8478,634.1518,472.3486,172.3004,472.3486,172.3004,0,4519,1,1,"-","-",0,0,0,0,0,0,-12.8731,-37.0513,656.0471,-76.0176,-33.2906,648.2818,-0.0902,0.4659,-0.8802,0.0252,0.4842,-0.8746,14071,"Fixation"
73859893851,686.7533,639.1406,919.6286,626.8297,11.2911,11.2911,3.2458,11.6118,11.6118,3.2925,683.1579,646.7301,689.0004,646.4931,915.7267,634.1514,921.4849,634.009,470.2703,172.6463,470.2703,172.6463,0,3252,1,1,"-","-",0,0,0,0,0,0,-12.7141,-37.1322,656.1483,-76.0546,-33.3175,649.1719,-0.0925,0.4793,-0.8727,0.0201,0.4761,-0.8792,14071,"Fixation"
73859910368,686.4913,639.2597,918.998,626.7856,11.3288,11.3288,3.2419,11.7045,11.7045,3.2965,682.9955,646.6472,688.9857,646.6461,915.0117,634.0199,921.1449,633.8777,471.9846,174.9338,471.9846,174.9338,0,1819,1,1,"-","-",0,0,0,0,0,0,-12.6786,-37.1094,655.5776,-75.8124,-33.2378,648.3261,-0.0808,0.4741,-0.8767,0.027,0.4697,-0.8824,14071,"Fixation"
73859927049,686.2578,639.5494,918.6365,626.784,11.6396,11.6396,3.2552,11.503,11.503,3.289,682.5147,646.9983,688.2605,646.8525,914.744,634.1537,920.8313,634.1457,468.22,174.2881,468.22,174.2881,0,2855,1,1,"-","-",0,0,0,0,0,0,-12.5236,-37.22,656.1671,-75.6647,-33.2625,647.7407,-0.1047,0.4731,-0.8748,0.0305,0.4822,-0.8755,14071,"Fixation"
73859943859,685.6347,639.6391,918.2491,626.9193,11.529,11.529,3.2599,11.6387,11.6387,3.2889,682.0095,647.0079,687.9929,647.0059,914.1617,634.1531,920.3344,634.024,467.8991,178.1184,467.8991,178.1184,0,2065,1,1,"-","-",0,0,0,0,0,0,-12.4068,-37.2114,655.6251,-75.4124,-33.1993,646.8358,-0.0896,0.4727,-0.8766,0.0219,0.469,-0.8829,14072,"Fixation"
73859960430,685.3389,639.9305,917.827,626.8302,11.4309,11.4309,3.2591,11.3493,11.3493,3.274,681.8482,647.1501,687.6297,647.0139,913.8588,634.1627,919.8517,634.1623,467.0085,180.4111,467.0085,180.4111,0,1887,1,1,"-","-",0,0,0,0,0,0,-12.3423,-37.2561,656.0424,-75.2975,-33.2163,646.7696,-0.0865,0.4597,-0.8839,0.0227,0.4795,-0.8773,14072,"Fixation"
73859977287,684.1798,639.987,916.4439,626.9505,11.3663,11.3663,3.2552,11.4694,11.4694,3.2684,681.0021,647.3628,686.8433,647.1512,913.0056,634.3519,918.8584,634.1613,477.0676,180.4774,477.0676,180.4774,0,3403,1,1,"-","-",0,0,0,0,0,0,-12.1191,-37.3104,656.1501,-75.1114,-33.271,647.3326,-0.0654,0.4682,-0.8812,0.051,0.4781,-0.8768,14072,"Fixation"
73859993788,684.0822,639.859,916.2367,626.8818,11.6651,11.6651,3.2679,11.6291,11.6291,3.2724,680.7423,647.1576,686.4861,647.0102,912.8446,634.1471,918.7244,634.1541,479.2349,183.0507,479.2349,183.0507,0,1850,1,1,"-","-",0,0,0,0,0,0,-12.0442,-37.2944,656.7075,-75.1182,-33.2629,647.737,-0.0789,0.4651,-0.8817,0.0548,0.476,-0.8777,14072,"Fixation"
73860010335,683.6181,639.7594,915.9756,626.74,11.4237,11.4237,3.2667,11.8027,11.8027,3.2845,680.5129,647.0073,686.163,646.8657,912.5211,634.0057,918.4825,634.0061,488.1235,185.4545,488.1235,185.4545,0,1777,1,1,"-","-",0,0,0,0,0,0,-11.9855,-37.3089,657.6772,-75.0424,-33.2238,647.7462,-0.0667,0.4633,-0.8837,0.0534,0.4757,-0.878,14072,"Fixation"
73860027013,683.429,639.5684,915.9135,626.6026,11.2128,11.2128,3.2544,11.7782,11.7782,3.294,680.1755,646.8621,686.1467,646.8548,912.5136,634.0011,918.2668,633.8571,491.1412,184.8497,491.1412,184.8497,0,1876,1,1,"-","-",0,0,0,0,0,0,-11.9258,-37.2529,657.0789,-75.1225,-33.2523,648.7033,-0.0665,0.4699,-0.8802,0.0498,0.4804,-0.8757,14072,"Fixation"
73860043844,683.4957,639.4425,915.5297,626.3949,11.4292,11.4292,3.2549,11.5126,11.5126,3.288,680.1599,646.8508,686.1367,646.8458,912.284,633.8483,918.2888,633.706,499.1208,183.8797,499.1208,183.8797,0,5889,1,1,"-","-",0,0,0,0,0,0,-11.9118,-37.2172,656.4995,-75.0649,-33.1973,648.4465,-0.0723,0.4764,-0.8762,0.0671,0.4835,-0.8728,14073,"Fixation"
73860060414,683.3327,639.3185,915.7239,626.3257,11.4124,11.4124,3.2545,11.6648,11.6648,3.2907,680.1559,646.8479,685.9979,646.6478,912.0133,633.4998,918.0042,633.5033,494.1206,185.166,494.1206,185.166,0,1876,1,1,"-","-",0,0,0,0,0,0,-11.8933,-37.1938,656.5709,-74.9693,-33.1135,648.2743,-0.0665,0.4782,-0.8757,0.0386,0.4703,-0.8817,14073,"Fixation"
73860077328,683.2638,639.2501,915.7222,626.3257,11.3408,11.3408,3.2505,11.7318,11.7318,3.2962,680.1511,646.8479,685.9953,646.6466,912.0083,633.5006,918.0005,633.5039,497.3447,184.9298,497.3447,184.9298,0,3393,1,1,"-","-",0,0,0,0,0,0,-11.8933,-37.1967,656.6265,-74.9489,-33.1052,648.1087,-0.0627,0.4827,-0.8735,0.0384,0.4702,-0.8817,14073,"Fixation"
73860093656,684.8039,639.5956,917.198,626.514,11.5986,11.5986,3.2607,11.6325,11.6325,3.2961,681.0073,646.9959,686.8459,646.8522,913.1499,633.8468,918.9955,633.6512,469.396,185.1742,469.396,185.1742,0,1958,1,1,"-","-",0,0,0,0,0,0,-12.1304,-37.25,656.7044,-75.2976,-33.1981,648.6064,-0.1055,0.4704,-0.8761,0.013,0.4746,-0.8801,14073,"Saccade"
73860110394,687.2838,640.0549,919.2746,626.818,11.1511,11.1511,3.2469,11.3541,11.3541,3.2806,682.7177,647.2818,688.3418,647.0198,914.0134,634.005,920.2585,633.8584,354.2878,190.2244,354.2878,190.2244,0,2955,1,1,"-","-",0,0,0,0,0,0,-12.594,-37.3752,657.8001,-75.4408,-33.1824,647.3401,-0.1594,0.4548,-0.8762,-0.0488,0.4663,-0.8833,14073,"Fixation"
73860127018,687.3,640.1589,919.3596,626.8641,11.4231,11.4231,3.2499,11.4374,11.4374,3.2712,682.5735,647.2884,688.3349,647.0305,914.0049,634.0076,920.2443,633.8568,349.2613,196.1901,349.2613,196.1901,0,1808,1,1,"-","-",0,0,0,0,0,0,-12.5799,-37.3973,658.1513,-75.3036,-33.1236,646.1896,-0.1648,0.4488,-0.8783,-0.0543,0.4626,-0.8849,14073,"Fixation"
73860143709,687.4812,640.2464,919.1184,626.6796,11.2863,11.2863,3.2457,11.263,11.263,3.2539,682.2729,647.5766,688.0175,647.3465,913.8598,634.14,919.9981,634.0018,335.4011,186.5713,335.4011,186.5713,0,3064,1,1,"-","-",0,0,0,0,0,0,-12.5021,-37.504,658.5569,-75.1749,-33.1282,645.5421,-0.1965,0.462,-0.8649,-0.0529,0.4828,-0.8741,14074,"Fixation"
73860160417,686.9946,640.1355,919.0492,626.6972,11.2992,11.2992,3.2423,11.4455,11.4455,3.2492,682.0104,647.5007,687.9976,647.3552,913.8474,634.1354,919.8358,633.8624,338.744,186.659,338.744,186.659,0,3070,1,1,"-","-",0,0,0,0,0,0,-12.4491,-37.4524,657.8214,-75.1555,-33.1109,645.5821,-0.1753,0.4667,-0.8668,-0.0537,0.4771,-0.8772,14074,"Fixation"
73860177207,686.9194,640.1673,918.9124,626.5965,11.4606,11.4606,3.2472,11.6776,11.6776,3.256,682.0033,647.4977,687.9945,647.353,913.5187,633.9951,919.8279,633.8611,339.3978,186.8898,339.3978,186.8898,0,4252,1,1,"-","-",0,0,0,0,0,0,-12.4345,-37.4119,657.1224,-74.9589,-33.0245,644.2791,-0.1706,0.4642,-0.8691,-0.0553,0.478,-0.8766,14074,"Fixation"
73860193656,686.6655,640.0158,918.8154,626.4687,11.2136,11.2136,3.2378,11.5302,11.5302,3.2532,681.8562,647.1551,687.8471,647.1529,913.2864,633.8471,919.5008,633.508,339.048,192.6331,339.048,192.6331,0,1820,1,1,"-","-",0,0,0,0,0,0,-12.3816,-37.3003,656.4771,-74.7865,-32.9143,643.4496,-0.1632,0.4564,-0.8747,-0.066,0.4696,-0.8804,14074,"Fixation"
73860210363,686.7106,640.0096,918.8912,626.3243,11.3986,11.3986,3.2398,11.4405,11.4405,3.2449,681.9978,647.012,687.8375,647.1388,913.2916,633.8375,919.7203,633.3073,339.8731,197.1786,339.8731,197.1786,0,1839,1,1,"-","-",0,0,0,0,0,0,-12.4014,-37.2837,656.562,-74.6279,-32.8023,641.8203,-0.1616,0.4519,-0.8773,-0.0633,0.4708,-0.8799,14074,"Fixation"
