"start","end","dur","x","y","pupil"
75826930684,75827219222,288538,915.93035,460.002088888889,249.985352895
75827297272,75827422153,124881,556.7547,201.864625,267.83920819625
75827447371,75827697272,249901,352.58198125,107.09149375,258.031321941875
75827731421,75828031500,300079,336.500784210526,51.2542526315789,262.290397181579
75828063934,75828280518,216584,426.318614285714,60.3066071428571,262.362179555
75828323160,75828597295,274135,496.926661111111,87.4671888888889,275.024192099444
75828747524,75828880525,133001,619.629977777778,77.1681444444445,238.024534024444
75828922143,75829280503,358360,675.650413043478,70.904247826087,234.341936988696
75829322593,75829663944,341351,338.16825,77.7534727272727,231.454330886364
75829697146,75830030475,333329,499.673080952381,85.3245,232.594428721429
75830163819,75830347380,183561,722.508716666667,12.3041,227.789631209167
75830380526,75830497148,116622,640.905675,33.1871,234.2475081325
75830547239,75830780347,233108,365.810773333333,159.621326666667,240.922042482
75830814133,75831530439,716306,346.276518181818,170.873525,235.687522576364
75831563889,75832047253,483364,391.619253333333,211.36957,231.358367522333
75832297060,75832397004,99944,469.5246,65.6715,286.158564297143
75832547245,75832647300,100055,493.129885714286,186.869571428571,228.066575927143
75833147626,75833497022,349396,586.385527272727,151.415381818182,226.303293791364
75833531488,75833697015,165527,674.354281818182,173.982563636364,223.227694720909
75833747116,75833863661,116545,606.0678625,185.3383375,222.4242930025
75833897008,75834230353,333345,577.529023809524,189.340628571429,221.863416238571
75834265358,75834396892,131534,515.304622222222,204.014188888889,229.297272173333
75834430298,75834763680,333382,648.162038095238,190.949614285714,227.899724503333
75834796890,75835132964,336074,708.591538095238,198.627380952381,229.274326992381
75835163520,75835663532,500012,801.8096,173.283303225806,226.103472720323
75835922868,75836080137,157269,331.937436363636,155.330736363636,238.647093470909
75836147069,75836263535,116466,356.4065,123.5940625,237.89853895375
75836296885,75836780117,483232,415.973836666667,195.735603333333,232.470411553333
75836813629,75837432014,618385,541.20722368421,193.750031578947,229.308521874474
75837463435,75837630198,166763,608.292181818182,198.623045454545,225.072363946364
75837663501,75837796757,133256,654.289033333333,161.799,220.36484208
75837830206,75838033366,203160,680.356938461538,251.916338461538,221.488785836154
75838080116,75838746956,666840,714.334004878049,188.944412195122,219.166280732195
75838779964,75839030078,250114,788.78930625,186.50218125,217.569676476875
75839063408,75839246844,183436,825.560516666667,165.938766666667,214.797855960833
75839396635,75839516997,120362,329.92275,189.27805,231.83624837875
75839596651,75839822523,225872,364.4144,208.4121,232.880010476429
75839846916,75840046746,199830,449.790307692308,202.548807692308,229.458836053846
75840246671,75840363284,116613,383.661925,225.4423375,231.34711993625
75840396655,75840863286,466631,451.566006896552,230.982265517241,231.499973553448
75840896652,75841346803,450151,547.001121428571,194.43235,232.4408150775
75841379868,75841632258,252390,461.19376875,191.76558125,233.170797144375
75841663289,75841979838,316549,573.318025,198.29081,229.760102764
75842021853,75842446842,424989,668.998151851852,208.018640740741,224.308514923704
75842479847,75842622504,142657,760.166011111111,227.372344444444,221.818229914444
75842729949,75842946668,216719,772.701007692308,213.730069230769,223.314285261538
75842996520,75843333537,337017,825.74273,195.913625,216.636753784
75843463202,75843946560,483358,365.92127,216.056806666667,231.519798522
75843979769,75844079753,99984,410.558542857143,230.071242857143,228.589606124286
75844121967,75844479729,357762,487.251439130435,216.959043478261,228.590967647391
75844521629,75844963040,441411,572.473171428571,188.304225,225.918634515714
75844996399,75845813137,816738,651.587792,209.539166,224.0250044368
75845846436,75846229706,383270,744.458341666667,202.138566666667,220.214097598333
75846263276,75846729715,466439,835.021510344828,195.069,218.30070321931
75846863041,75847329717,466676,359.379455172414,213.773917241379,235.601025073793
75847479599,75847579663,100064,401.8181,242.877742857143,229.723632688571
75847613145,75847746380,133235,411.603055555556,236.292688888889,232.225043391111
75847779968,75848246403,466435,470.974117241379,235.705855172414,230.090883782069
75848279516,75848562909,283393,462.145722222222,239.399822222222,227.731969078333
75848596274,75849146410,550136,521.082355882353,231.095544117647,227.332668993235
75849179486,75849479500,300014,571.789221052632,220.309684210526,232.53235418
