"start","end","duration","startx","starty","endx","endy"
72807915754,72807949291,33537,389.788572222222,530.985716666667,549.342511538462,408.328842307692
72808365669,72808398979,33310,549.342511538462,408.328842307692,720.363856,383.104816
72808798971,72808841708,42737,720.363856,383.104816,618.133533333333,354.111655555556
72809115579,72809149072,33493,618.133533333333,354.111655555556,557.408023529412,228.737317647059
72809415631,72809449078,33447,557.408023529412,228.737317647059,386.313751219512,198.395612195122
72810098865,72810132510,33645,386.313751219512,198.395612195122,393.354140625,115.320696875
72810648976,72810682285,33309,393.354140625,115.320696875,544.547629032258,106.908393548387
72811182284,72811215522,33238,544.547629032258,106.908393548387,596.5294375,109.4213625
72811343034,72811365791,22757,596.5294375,109.4213625,728.480518518518,87.7486888888889
72811798844,72811882186,83342,728.480518518518,87.7486888888889,781.052886666667,84.4150266666667
72812365678,72812398826,33148,781.052886666667,84.4150266666667,726.806027272727,96.1751
72812565578,72812598700,33122,726.806027272727,96.1751,739.580266666667,99.4411888888889
72812742305,72812937099,194794,739.580266666667,99.4411888888889,-2,-91
72813115706,72813436437,320731,-2,-91,706.805345454545,118.592336363636
72813598773,72813632365,33592,706.805345454545,118.592336363636,818.39721,118.7048
72813782153,72813815374,33221,818.39721,118.7048,281.332257142857,88.2641857142857
72813915427,72814665619,750192,281.332257142857,88.2641857142857,371.0344,18.8431375
72814915421,72814948684,33263,371.0344,18.8431375,343.529983333333,72.7402583333333
72815142118,72815165628,23510,343.529983333333,72.7402583333333,412.186945454545,117.252863636364
72815515437,72815548749,33312,412.186945454545,117.252863636364,379.521505263158,88.8008631578947
72815848704,72815882067,33363,379.521505263158,88.8008631578947,514.6054,89.8795444444444
72816315254,72816348670,33416,514.6054,89.8795444444444,589.7731375,99.3013375
72816465527,72816750564,285037,589.7731375,99.3013375,373.683274074074,230.242296296296
72817181909,72817348899,166990,373.683274074074,230.242296296296,438.868963157895,216.676910526316
72817632359,72817865406,233047,438.868963157895,216.676910526316,499.200784,181.614392
72818265164,72818432113,166949,499.200784,181.614392,-2,-91
72818733533,72819212984,479451,-2,-91,685.819715384615,203.525282051282
72819846433,72819880757,34324,685.819715384615,203.525282051282,720.453541176471,193.792282352941
72820146407,72820179841,33434,720.453541176471,193.792282352941,783.344641666667,195.856027777778
72820746374,72820779660,33286,783.344641666667,195.856027777778,869.451855555556,191.793305555556
72821363036,72821396256,33220,869.451855555556,191.793305555556,886.38808,181.913775714286
72822546181,72822579760,33579,886.38808,181.913775714286,880.913993103448,192.928910344828
72823046234,72823096089,49855,880.913993103448,192.928910344828,357.06403030303,217.605421212121
72823629478,72823662979,33501,357.06403030303,217.605421212121,432.95355,220.540588636364
72824379681,72824412749,33068,432.95355,220.540588636364,516.574328571429,220.269847619048
72824747010,72824779409,32399,516.574328571429,220.269847619048,582.12018,207.049635
72825095952,72825129358,33406,582.12018,207.049635,652.129355555556,218.501781481481
72825562921,72825596011,33090,652.129355555556,218.501781481481,713.97708,207.68786
72825912630,72825946073,33443,713.97708,207.68786,805.016156,195.38788
72826346081,72826379408,33327,805.016156,195.38788,870.282094736842,189.149647368421
72826679287,72826712605,33318,870.282094736842,189.149647368421,341.6034,220.144976190476
72827046103,72827079293,33190,341.6034,220.144976190476,434.092119047619,222.246069047619
72827762764,72827895841,133077,434.092119047619,222.246069047619,454.9911,220.476730434783
72828262556,72828295873,33317,454.9911,220.476730434783,544.222109677419,216.064051612903
72828795889,72828829256,33367,544.222109677419,216.064051612903,629.819623529412,203.968605882353
72829095860,72829129135,33275,629.819623529412,203.968605882353,713.935422857143,203.263334285714
72829695878,72829729141,33263,713.935422857143,203.263334285714,781.5794425,212.97952
72830379266,72830412469,33203,781.5794425,212.97952,875.335552173913,207.945839130435
72830779179,72830812394,33215,875.335552173913,207.945839130435,370.70971,216.02641
72831129084,72831162636,33552,370.70971,216.02641,382.271594444444,234.364038888889
72831445829,72831479173,33344,382.271594444444,234.364038888889,468.864601886792,231.301328301887
72832346000,72832379062,33062,468.864601886792,231.301328301887,571.096357142857,233.238806122449
72833179039,72833212249,33210,571.096357142857,233.238806122449,683.138272727273,239.150572727273
72833929016,72833962329,33313,683.138272727273,239.150572727273,780.484315068493,237.87344109589
72835162366,72835195472,33106,780.484315068493,237.87344109589,777.123181395349,230.811646511628
72835895530,72835928880,33350,777.123181395349,230.811646511628,854.484543902439,230.715768292683
72836595559,72836628750,33191,854.484543902439,230.715768292683,919.287325,235.0439375
72836746369,72836795498,49129,919.287325,235.0439375,374.697251282051,252.510912820513
72837428763,72837462382,33619,374.697251282051,252.510912820513,452.925963636364,268.138745454545
72837812116,72837845487,33371,452.925963636364,268.138745454545,540.828073333333,265.518798333333
72838828731,72838862174,33443,540.828073333333,265.518798333333,637.913837777778,258.487828888889
72839595390,72839628628,33238,637.913837777778,258.487828888889,712.276045652174,264.474769565217
72840378962,72840411966,33004,712.276045652174,264.474769565217,802.515482758621,259.924603448276
