"start","end","duration","startx","starty","endx","endy"
346175124522,346175174353,49831,920.551461111111,529.511266666667,627.755857142857,108.471657142857
346175274618,346175307723,33105,627.755857142857,108.471657142857,377.03572,60.382375
346175624266,346175764302,140036,377.03572,60.382375,432.846775,107.231516666667
346175940958,346175975362,34404,432.846775,107.231516666667,531.9727375,99.9087875
346176090992,346176124319,33327,531.9727375,99.9087875,507.2724875,111.876475
346176240957,346176275457,34500,507.2724875,111.876475,500.270023076923,52.3117538461538
346176475833,346176507594,31761,500.270023076923,52.3117538461538,663.00112,45.13774
346176665072,346176740948,75876,663.00112,45.13774,709.516733333333,34.0677666666667
346176879861,346176966941,87080,709.516733333333,34.0677666666667,401.185207692308,45.8281846153846
346177158829,346177191210,32381,401.185207692308,45.8281846153846,397.15822,58.8042466666667
346177424154,346177657773,233619,397.15822,58.8042466666667,548.0308,79.1089222222222
346177790922,346177907579,116657,548.0308,79.1089222222222,385.112691304348,125.841143478261
346178274270,346178367555,93285,385.112691304348,125.841143478261,510.027566666667,105.346986666667
346178591104,346178674239,83135,510.027566666667,105.346986666667,627.963707692308,86.3083
346178874240,346178991010,116770,627.963707692308,86.3083,681.574266666667,111.993426666667
346179224181,346179264759,40578,681.574266666667,111.993426666667,740.562469230769,98.6783769230769
346179464029,346179490890,26861,740.562469230769,98.6783769230769,831.9005875,81.9949875
346179740824,346179774317,33493,831.9005875,81.9949875,681.696288888889,104.315355555556
346180064977,346180091210,26233,681.696288888889,104.315355555556,644.0016,109.971435714286
346180307469,346180340700,33231,644.0016,109.971435714286,745.626385714286,89.1416285714286
346180440745,346180475312,34567,745.626385714286,89.1416285714286,822.189425,93.11375
346180590938,346180624024,33086,822.189425,93.11375,837.303354545455,98.8905545454545
346180790828,346181040695,249867,837.303354545455,98.8905545454545,915.784464285714,104.225842857143
346181265889,346181307337,41448,915.784464285714,104.225842857143,375.176412,139.02112
346181707494,346181740700,33206,375.176412,139.02112,435.793354545455,140.532009090909
346181907335,346182207309,299974,435.793354545455,140.532009090909,376.033417647059,179.459429411765
346182474136,346182507358,33222,376.033417647059,179.459429411765,388.832535294118,186.446529411765
346183065155,346183090868,25713,388.832535294118,186.446529411765,436.812191891892,176.980245945946
346183690728,346183890609,199881,436.812191891892,176.980245945946,443.106423333333,177.175926666667
346184373998,346184490801,116803,443.106423333333,177.175926666667,497.782385714286,132.028485714286
346184590817,346184773863,183046,497.782385714286,132.028485714286,482.952214285714,135.362021428571
346184990840,346185023797,32957,482.952214285714,135.362021428571,543.173423076923,140.481053846154
346185223791,346185263541,39750,543.173423076923,140.481053846154,598.57859,107.6339
346185407214,346185523911,116697,598.57859,107.6339,642.31962,163.43799
346185673944,346185707470,33526,642.31962,163.43799,608.350521428571,127.923942857143
346185923778,346186123765,199987,608.350521428571,127.923942857143,703.925003846154,109.853119230769
346186540450,346186573870,33420,703.925003846154,109.853119230769,781.201304761905,78.1404857142857
346186907125,346186957194,50069,781.201304761905,78.1404857142857,458.4406,85.7111416666667
346187140470,346187174039,33569,458.4406,85.7111416666667,398.22907,118.86842
346187323653,346187364808,41155,398.22907,118.86842,562.8874,122.467423809524
346187690617,346187723721,33104,562.8874,122.467423809524,514.501133333333,115.991222222222
346187861568,346187890351,28783,514.501133333333,115.991222222222,642.78624,82.98099
346188040332,346188073738,33406,642.78624,82.98099,792.725533333333,89.4859277777778
346188365159,346188390464,25305,792.725533333333,89.4859277777778,869.515347368421,91.8604894736842
346188690566,346188723684,33118,869.515347368421,91.8604894736842,882.953491666667,102.75935
346189106959,346189140325,33366,882.953491666667,102.75935,886.947483333333,110.814641666667
346189406971,346189440324,33353,886.947483333333,110.814641666667,926.810857142857,90.6781714285714
346189540322,346189590593,50271,926.810857142857,90.6781714285714,355.004813043478,196.625656521739
346189963842,346190190482,226640,355.004813043478,196.625656521739,457.384816,166.675096
346190590549,346190623514,32965,457.384816,166.675096,500.236352,166.765224
346191023542,346191064736,41194,500.236352,166.765224,535.395865625,172.996321875
346191574291,346191606839,32548,535.395865625,172.996321875,604.59837,145.97253
346191923564,346191956956,33392,604.59837,145.97253,633.856122727273,133.213913636364
346192306814,346192340184,33370,633.856122727273,133.213913636364,599.557185,119.233305
346192656976,346192690500,33524,599.557185,119.233305,677.8897,102.79765
346192840070,346192875431,35361,677.8897,102.79765,720.76787826087,147.479069565217
346193240068,346193273508,33440,720.76787826087,147.479069565217,715.25275,-2.88261
346193423410,346193457099,33689,715.25275,-2.88261,623.8357625,11.20815
346193573582,346193606842,33260,623.8357625,11.20815,479.141456666667,40.9793566666667
346194090416,346194123410,32994,479.141456666667,40.9793566666667,649.941007142857,164.363171428571
346194340079,346194373646,33567,649.941007142857,164.363171428571,700.554166666667,151.293591666667
346194564440,346194673369,108929,700.554166666667,151.293591666667,727.809757142857,128.1973
346194774263,346194906706,132443,727.809757142857,128.1973,761.602473913043,119.66882173913
346195273371,346195306688,33317,761.602473913043,119.66882173913,826.353952941176,97.4114705882353
346195862317,346195956831,94514,826.353952941176,97.4114705882353,916.208204347826,115.2312
346196323291,346196361557,38266,916.208204347826,115.2312,855.369932,78.669328
346196763468,346196823267,59799,855.369932,78.669328,959.987580645161,41.2079935483871
346197323176,346197373252,50076,959.987580645161,41.2079935483871,425.222492857143,133.7117
346197590163,346197623161,32998,425.222492857143,133.7117,374.308007692308,191.081969230769
346197823151,346198006878,183727,374.308007692308,191.081969230769,468.061145454545,207.230590909091
346198173255,346198264650,91395,468.061145454545,207.230590909091,572.878177777778,165.396744444444
