"start","end","dur","x","y","pupil"
361553827346,361554027215,199869,390.917535714286,170.216771428571,84.00796136
361554061141,361554460596,399455,399.720544,100.307064,85.2202382668
361554494073,361554668178,174105,366.2906,43.1280636363636,83.2282388181818
361554693966,361554943773,249807,487.47335625,57.48135,83.727029661875
361554977219,361555427095,449876,370.120107142857,60.6039285714286,81.7049342914286
361555467102,361555727087,259985,471.935170588235,72.9019882352941,82.7706365794118
361555760546,361555992389,231843,562.078942857143,71.9987642857143,82.5733079328571
361556010399,361556527024,516625,712.91216875,64.261484375,78.371492439375
361556561000,361556826976,265976,786.868205882353,40.2771823529412,79.6294141029412
361556861133,361557310377,449244,382.744417857143,63.2652785714286,82.9171212078572
361557343633,361557643637,300004,480.288873684211,78.4287,81.1651200873684
361557677612,361557793800,116188,517.203875,71.8419875,80.805571265
361557826989,361558026982,199993,384.675515384615,51.8015923076923,81.7583795961538
361558067626,361558626998,559372,507.138311428571,67.8225457142857,84.1520465208571
361558668653,361559076937,408284,387.29785,105.090826923077,81.3182963342308
361559110278,361559893692,783414,497.534920833333,124.209745833333,79.4112608185417
361559926853,361560593604,666751,578.694109756098,126.985858536585,76.0486752553659
361560626855,361561410214,783359,632.717475,146.036935416667,75.4535136614583
361561443532,361562026749,583217,743.64515,154.986763888889,74.4213689569444
361562061822,361562360298,298476,831.162847368421,140.178357894737,74.3854364468421
361562393705,361562743401,349696,892.232309090909,99.3607,72.89028751
361562776865,361563043397,266532,384.067488235294,120.469041176471,77.0137372464706
361563093670,361563410038,316368,483.30918,139.547525,74.4523065105
361563443403,361563860115,416712,594.232565384615,136.983934615385,73.8478773492308
361563893442,361564293454,400012,689.216284,153.071852,71.8206790924
361564326622,361564843400,516778,799.103459375,144.916653125,71.393802355
361564876963,361565577087,700124,888.850658139535,127.12578372093,71.8284517948837
361565626596,361566043288,416692,385.697553846154,133.331842307692,72.4313388603846
361566076847,361566626465,549618,447.208770588235,161.429088235294,70.6149001488235
361566667867,361567176575,508708,514.309634375,151.57248125,72.26433660125
361567209892,361567593379,383487,421.199308333333,153.367858333333,70.4911536233333
361567626465,361568276813,650348,549.1253175,167.162345,73.6177415125
361568309770,361568743143,433373,626.7662,163.547114814815,71.91508325
361568777211,361569076447,299236,696.256336842105,171.930726315789,71.1992802357895
361569109820,361569593177,483357,795.33559,160.01952,73.1221791963333
361569626347,361570459822,833475,810.758717647059,147.54772745098,73.3878021641176
361570493269,361570943016,449747,884.304975,158.980692857143,70.7719414828571
361570993310,361571467159,473849,388.282179310345,155.233044827586,72.9582964941379
361571493095,361572026261,533166,492.936742424242,165.111993939394,71.5236073484848
361572066815,361572667548,600733,613.633067567568,177.965994594595,71.7207301851351
361572693177,361572976305,283128,706.202761111111,185.639561111111,71.8301663233333
361573009672,361573742895,733223,806.326795555556,177.63694,73.1035088326667
361573778564,361574009557,230993,912.530566666667,173.933873333333,73.26774755
361574068072,361574242928,174856,407.980616666667,185.757108333333,73.1552902891667
361574278550,361574376193,97643,348.181942857143,196.933714285714,72.5596107628571
361574493197,361575109577,616380,451.622839473684,210.368471052632,73.2830312844737
361575142771,361575942793,800022,564.263802040816,200.670385714286,76.0119880616326
361575976214,361576625983,649769,632.60913,202.2711025,72.180259009
361576659531,361577867898,1208367,686.996265753425,205.967806849315,69.2216894973973
361577892750,361578309244,416494,788.414938461538,204.548823076923,72.6837262523077
361578342633,361578742652,400019,863.253508,195.01774,73.4894762824
361578776867,361579067238,290371,914.331583333333,185.816705555556,73.0908172011111
361579109282,361579267157,157875,438.6538,210.48594,77.794894474
361579292717,361579442662,149945,327.23391,219.34435,76.36533821
361579525870,361579675965,150095,404.62656,269.63057,73.396852891
361579709311,361580277299,567988,418.00988,212.763254285714,68.2733770748571
361580309246,361580667242,357996,501.376095454545,207.669863636364,66.3964952040909
361580692827,361581361110,668283,593.100997560976,208.509551219512,67.4433778539024
361581392749,361582359231,966482,645.809815254237,215.064018644068,70.8416309754237
361582392704,361582859241,466537,765.320224137931,226.169762068966,70.1803895882759
361582892578,361583409041,516463,873.7831625,219.611353125,72.45410957
361583442400,361583825728,383328,908.371804166667,212.528058333333,73.3110823083333
361583875715,361584325637,449922,391.76925,223.81725,72.5408913617857
361584367680,361584642383,274703,502.113355555556,237.556455555556,71.8715247194445
361584676523,361585025620,349097,597.660877272727,249.278031818182,71.03238183
361585061600,361585459075,397475,663.819708,244.092688,71.8646709964
361585492340,361585764710,272370,724.1631,249.447882352941,73.7264706370588
361585792314,361586267644,475330,846.326482758621,233.573762068966,73.4463610268966
361586292592,361586542279,249687,914.030175,239.6359,77.524626048125
361586592345,361587025514,433169,401.430851851852,258.020296296296,84.2523680285185
361587066950,361587292348,225398,418.666513333333,270.9871,83.3241082466667
361587325518,361587708899,383381,472.050583333333,287.730991666667,82.04615163875
361587742152,361587975635,233483,555.067286666667,273.074766666667,82.7586365226667
361588008937,361588425467,416530,647.904903846154,250.761438461538,79.5377770030769
361588467193,361589067683,600490,665.187435135135,249.613145945946,78.3085271948649
361589092444,361590042030,949586,721.206887931034,258.647655172414,78.1478848836207
361590076082,361590492227,416145,793.659223076923,257.387257692308,75.0664670269231
361590525347,361590742025,216678,848.735278571429,267.137314285714,75.2256888442857
361590776520,361590975540,199020,914.499407692308,272.930561538462,75.7168528046154
361591025376,361591642025,616649,409.817097368421,265.947760526316,76.8329968171053
361591675479,361592025235,349756,533.381695454545,281.479136363636,75.319578655
361592068172,361592608762,540590,617.010447058824,278.563482352941,73.0888498411765
361592641897,361593025257,383360,681.366258333333,270.1800625,70.6071044104167
361593061595,361593908648,847053,773.211973076923,267.169130769231,72.0363903603846
361593941914,361594475303,533389,841.050136363636,278.981109090909,72.6114435669697
361594508521,361595008552,500031,910.277683870968,248.270116129032,74.1851953354839
361595061607,361595708602,646995,396.7178175,287.066935,74.2747602865
361595741776,361596208418,466642,510.576562068966,301.424855172414,71.7542736496552
361596241763,361596391965,150202,588.07266,306.28397,72.291075555
361596425111,361596908590,483479,696.6274,284.044703333333,70.887167296
361596941770,361597441786,500016,843.180238709677,297.272696774194,72.2382369809677
361597475089,361597591805,116716,908.881175,309.0072375,72.84795592375
361597641651,361598276103,634452,439.204497435897,319.41092051282,76.8332144323077
361598308415,361598641634,333219,612.807409523809,321.790685714286,73.8482146861905
361598675214,361598958551,283337,662.209166666667,320.211561111111,72.2234945755555
361598991916,361599558510,566594,760.280505714286,292.973102857143,70.7527829808571
361599591672,361600524848,933176,855.368824561403,300.532310526316,65.9857337861404
361600560959,361600691800,130841,919.279966666667,295.897311111111,69.1020864366667
361600724875,361601391808,666933,675.782148780488,312.975385365854,75.8290109556098
361601424861,361601641527,216666,787.539842857143,300.369121428571,75.4978663121429
361601674879,361602077235,402356,898.83984,297.902712,72.0271512632
361602124722,361602641422,516700,387.858784375,331.44221875,79.612137316875
361602674868,361603791432,1116564,408.775614705882,331.814472058824,80.8686302370588
361603824747,361604474797,650050,533.7750825,336.78099,79.9442059955
361604508053,361604874888,366835,582.590473913044,327.001069565217,79.8802604791304
361604908040,361605424600,516560,673.595553125,331.52409375,74.947416445
361605458083,361605991535,533452,760.765827272727,324.391918181818,73.8045380536364
361606024643,361606167867,143224,803.7109,336.801677777778,72.6452699433333
361606191551,361606891445,699894,925.099862790698,340.015858139535,75.0017716406977
