"start","end","dur","x","y","pupil"
4290159607,4290259470,99863,583.687,225.474942857143,136.799307577143
4291626312,4291726289,99977,-2,-94.4485857142857,134.197832281429
4292126110,4292242702,116592,821.7972375,-111.9539375,140.578824465
4292459512,4292576054,116542,-2,-92.1990375,138.4404698475
4292909371,4293009342,99971,-2,-91.2438428571429,137.828299555714
4293259249,4293359248,99999,-2,-94.7513142857143,133.51533503
4295142541,4295242576,100035,-2,-91.9252428571429,142.797569875714
4295509239,4295726086,216847,641.467,-116.411278571429,135.336805308571
4295975923,4296097240,121317,-2,-95.0000875,122.611705105
4296359527,4296509255,149728,301.99371,-179.25043,135.202948564
4296792672,4296925874,133202,576.683344444444,-145.341633333333,117.878584652222
4297275835,4297526136,250301,-2,-94.0550125,122.07916532125
4297796521,4297897046,100525,-2,-92.8163285714286,121.522385461429
4297926133,4298059008,132875,-2,-91.6716888888889,119.367170956667
4298342454,4298542447,199993,554.186861538462,-141.791315384615,120.261037476923
4298575808,4298696519,120711,638.7908375,-152.968825,113.831394515
4298725972,4298975689,249717,529.74819375,-139.2685,115.56645843875
4299375681,4299575677,199996,-2,-91.8119076923077,123.00480074
4299609123,4299709095,99972,-2,-91.0755285714286,134.218662205714
4300708984,4300809018,100034,615.741957142857,-151.237314285714,132.115024554286
4301208948,4301308959,100011,765.486757142857,-120.8583,131.520568985714
4302525637,4302625804,100167,526.914742857143,-99.7641714285714,141.266250711429
4305625648,4305725670,100022,-2,-92.1186285714286,123.995004672857
4307958501,4308075312,116811,491.1684875,-100.0717,131.3037542475
4311741822,4311858312,116490,824.9933625,-67.712675,124.66859754
4312375056,4312475064,100008,883.890514285714,-38.0987571428571,123.989743414286
4313425233,4313597795,172562,488.428890909091,20.4542181818182,128.345753126364
4313825131,4313925130,99999,681.809514285714,34.6591571428571,124.275624861429
4313958254,4314208506,250252,718.3086125,46.17516875,125.43343160125
4314308467,4314441538,133071,815.268733333333,59.7325666666667,116.014376863333
4314541583,4314641546,99963,876.470285714286,101.459371428571,114.524922954286
4316124867,4316258141,133274,575.865977777778,27.2123333333333,119.991076665556
4316424995,4316524915,99920,521.187242857143,49.7928428571429,129.601190338571
4316908258,4317041452,133194,610.469033333333,50.8383333333333,130.920350694444
4317496844,4317591655,94811,748.760385714286,42.6325142857143,132.089920931429
4319524807,4319696686,171879,434.664736363636,83.1984,134.238759911818
4321924853,4322041218,116365,297.8745375,70.5842,132.14253598125
4322157891,4322274550,116659,348.5025125,78.1360375,131.911977255
4322924628,4323024658,100030,509.373828571429,230.758742857143,131.724419277143
4325107871,4325224642,116771,437.0049625,127.29245,140.00200885125
4326224501,4326324377,99876,0.952528571428571,-91.7515285714286,146.542152047143
4327107762,4327207711,99949,950.404528571429,64.9278,133.740505927143
4329440948,4329674190,233242,512.701826666667,152.275913333333,123.054004081333
4329740808,4329896809,156001,611.20657,168.37561,123.294585377
4329940843,4330124245,183402,615.7641,173.22845,129.289232440833
4330874177,4331057395,183218,660.389875,162.074358333333,133.043607666667
4331124102,4331224345,100243,661.839385714286,167.525057142857,131.830579965714
4331594648,4331695784,101136,539.918114285714,162.655728571429,138.735841874286
4331724090,4331940867,216777,631.059785714286,167.069692857143,137.717749885714
4332357404,4332540700,183296,757.486008333333,149.551766666667,137.375285198333
4332790920,4332974077,183157,730.620783333333,156.435366666667,142.940022565833
4333457256,4333574052,116796,595.8304375,153.509375,142.65149821125
4333640719,4333840713,199994,618.104461538462,171.937584615385,138.549878763077
4335340580,4335473940,133360,781.299922222222,140.8067,129.989784036667
4336173818,4336296661,122843,284.1903125,151.63705,145.3058483125
4338373820,4338507130,133310,716.597544444444,173.239311111111,141.222707442222
4338840454,4338940432,99978,966.4629,155.230714285714,135.961884754286
